FBP_Team,manager,name,team,position,player_type,contract_type,status,years_simple,yahoo_id,upid
DRO,Andromedans,Aaron Judge,NYY,CF,MLB,Keeper Contract,[0] FC2,FC 2,9877,1886
DRO,Andromedans,Juan Soto,NYM,OF,MLB,Keeper Contract,[0] FC2,FC 2,10626,1909
DRO,Andromedans,Austin Riley,ATL,"1B,3B,OF",MLB,Keeper Contract,[1] FC1,FC 1,10420,1927
WIZ,Whiz Kids,George Springer,TOR,CF,MLB,Keeper Contract,[5] TC1,TC 1,9339,1950
DRO,Andromedans,Sean Manaea,NYM,P,MLB,Keeper Contract,[5] TC1,TC 1,9582,1978
DRO,Andromedans,Adrian Morejon,SD,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2025
DRO,Andromedans,Brandon Sproat,NYM,RHP,Farm,Purchased Contract,[5] TC1,TC 1,,3930
DRO,Andromedans,Clay Holmes,NYM,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2278
DRO,Andromedans,Edwin Díaz,LAD,P,MLB,Keeper Contract,[3] VC1,VC 1,10214,2437
DRO,Andromedans,Francisco Lindor,NYM,SS,MLB,Keeper Contract,[2] VC2,VC 2,9116,2483
DRO,Andromedans,Gavin Sheets,CWS,"1B,OF",MLB,,[5] TC1,TC 1,,2501
DRO,Andromedans,Gavin Williams,CLE,SP,MLB,Keeper Contract,[5] TC1,TC 1,,2502
DRO,Andromedans,Maddux Bruns,LAD,LHP,Farm,Development Cont.,[7] P,P,,2919
DRO,Andromedans,Triston Casas,BOS,1B,MLB,Keeper Contract,[3] VC1,VC 1,,3447
DRO,Andromedans,Matt McLain,CIN,"2B, SS",MLB,Keeper Contract,[4] TC2,TC 2,,2952
DRO,Andromedans,Robert Hassell III,WSH,OF,Farm,Purchased Contract,[7] P,P,,3455
DRO,Andromedans,Cade Cavalli,WSH,RHP,Farm,Purchased Contract,[7] P,P,,3477
DRO,Andromedans,Sal Frelick,MIL,CF,MLB,Keeper Contract,[5] TC1,TC 1,,3479
DRO,Andromedans,Nick Yorke,PIT,2B,Farm,Purchased Contract,[7] P,P,,3495
DRO,Andromedans,Austin Wells,NYY,C,MLB,Keeper Contract,[5] TC1,TC 1,,3502
DRO,Andromedans,Hunter Brown,HOU,SP,MLB,Keeper Contract,[4] TC2,TC 2,,3514
DRO,Andromedans,Slade Cecconi,AZ,SP,Farm,,[7] P,P,,3538
DRO,Andromedans,Heston Kjerstad,BAL,OF,MLB,Keeper Contract,[5] TC1,TC 1,,3562
DRO,Andromedans,Spencer Steer,CIN,"1B, OF",MLB,Keeper Contract,[4] TC2,TC 2,,3605
DRO,Andromedans,Reese Olson,DET,SP,MLB,Keeper Contract,[5] TC1,TC 1,,3643
DRO,Andromedans,Mark Vientos,NYM,3B,MLB,Keeper Contract,[4] TC2,TC 2,,3732
DRO,Andromedans,Luis Robert,CWS,CF,MLB,Keeper Contract,[5] TC1,TC 1,,2907
DRO,Andromedans,Marc Church,TEX,RHP,Farm,Purchased Contract,[7] P,P,,3997
RV,Rick Vaughn,Félix Bautista,BAL,RP,MLB,Keeper Contract,[4] TC2,TC 2,,4026
DRO,Andromedans,Camilo Doval,SF,RP,MLB,Keeper Contract,[5] TC1,TC 1,,4028
DRO,Andromedans,Tommy Kahnle,DET,RP,MLB,Keeper Contract,[5] TC1,TC 1,,4178
DRO,Andromedans,Spencer Arrighetti,HOU,SP,MLB,Keeper Contract,[5] TC1,TC 1,,4594
DRO,Andromedans,Yilber Diaz,AZ,RHP,Farm,Farm Contract,[7] P,P,,4668
DRO,Andromedans,Ben Rice,NYY,C,MLB,Keeper Contract,[5] TC1,TC 1,,5891
DRO,Andromedans,Agustin Ramirez,MIA,C,MLB,Keeper Contract,[6] TCR,TC R,,5996
DRO,Andromedans,Ryan Ritter,COL,SS,Farm,Purchased Contract,[7] P,P,,6035
DRO,Andromedans,Joe Boyle,OAK,RHP,Farm,,[7] P,P,,6069
DRO,Andromedans,Thayron Liranzo,DET,C,Farm,Purchased Contract,[7] P,P,,6649
DRO,Andromedans,Raisel Iglesias,ATL,P,MLB,Keeper Contract,[4] TC2,TC 2,9902,1916
DRO,Andromedans,Robert Garcia,TEX,RP,MLB,Keeper Contract,[5] TC1,TC 1,,7488
DRO,Andromedans,Vinnie Pasquantino,KC,1B,MLB,Keeper Contract,[3] VC1,VC 1,,3489
DRO,Andromedans,Zyhir Hope,LAD,OF,Farm,Development Cont.,[7] P,P,,7635
DRO,Andromedans,Tyson Neighbors,SD,RHP,Farm,Purchased Contract,[7] P,P,,7642
DRO,Andromedans,Jurrangelo Cijntje,SEA,SHP,Farm,Farm Contract,[7] P,P,,7709
DRO,Andromedans,Jonathon Long,CHC,1B,Farm,Purchased Contract,[7] P,P,,7743
B2J,Btwn2Jackies,Zack Wheeler,PHI,P,MLB,Keeper Contract,[0] FC2,FC 2,9124,1901
I'LL,I'LL,Jack Flaherty,DET,P,MLB,Keeper Contract,[5] TC1,TC 1,10592,1906
B2J,Btwn2Jackies,Luis Castillo,SEA,P,MLB,Keeper Contract,[3] VC1,VC 1,10514,1912
B2J,Btwn2Jackies,Rafael Devers,SF,3B,MLB,Keeper Contract,[3] VC1,VC 1,10235,1915
B2J,Btwn2Jackies,Clayton Kershaw,LAD,P,MLB,Keeper Contract,[5] TC1,TC 1,8180,1939
B2J,Btwn2Jackies,Kevin Gausman,TOR,P,MLB,Keeper Contract,[5] TC1,TC 1,9334,1958
LAW,Law-Abiding Citizens,Blake Treinen,LAD,P,MLB,Keeper Contract,[5] TC1,TC 1,9672,2152
B2J,Btwn2Jackies,Brandon Nimmo,TEX,CF,MLB,Keeper Contract,[5] TC1,TC 1,9876,2176
B2J,Btwn2Jackies,Bryan Abreu,HOU,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2202
B2J,Btwn2Jackies,Bryce Harper,PHI,OF,MLB,Keeper Contract,[2] VC2,VC 2,8875,2210
B2J,Btwn2Jackies,Connor Wong,BOS,"C, 1B",MLB,Keeper Contract,[5] TC1,TC 1,,2300
B2J,Btwn2Jackies,Edwin Arroyo,CIN,SS,Farm,Farm Contract,[7] P,P,,2436
B2J,Btwn2Jackies,Jacob Wilson,ATH,SS,MLB,Keeper Contract,[6] TCR,TC R,,2581
B2J,Btwn2Jackies,Matthew Boyd,CHC,SP,MLB,Keeper Contract,[5] TC1,TC 1,,2960
B2J,Btwn2Jackies,Ozzie Albies,ATL,2B,MLB,Keeper Contract,[2] VC2,VC 2,10237,3069
B2J,Btwn2Jackies,Kodai Senga,NYM,SP,MLB,Keeper Contract,[4] TC2,TC 2,,3373
B2J,Btwn2Jackies,Willi Castro,MIN,"2B, 3B, SS, CF",MLB,Keeper Contract,[5] TC1,TC 1,,3380
WIZ,Whiz Kids,Willy Adames,SF,SS,MLB,Keeper Contract,[4] TC2,TC 2,9893,3385
B2J,Btwn2Jackies,Yandy Díaz,TB,1B,MLB,Keeper Contract,[5] TC1,TC 1,,3399
B2J,Btwn2Jackies,Yimi García,TOR,P,MLB,Keeper Contract,[5] TC1,TC 1,9815,3406
RV,Rick Vaughn,Jordan Lawlar,AZ,SS,Farm,Purchased Contract,[7] P,P,,3445
B2J,Btwn2Jackies,Jasson Domínguez,NYY,OF,MLB,Keeper Contract,[6] TCR,TC R,,3470
B2J,Btwn2Jackies,Iván Herrera,STL,C,MLB,Keeper Contract,[6] TCR,TC R,,3513
JEP,Jepordizers!,James Wood,WSH,OF,MLB,Keeper Contract,[6] TCR,TC R,,3521
B2J,Btwn2Jackies,Miguel Bleis,BOS,OF,Farm,Purchased Contract,[7] P,P,,3579
B2J,Btwn2Jackies,Moises Ballesteros,CHC,C,Farm,Purchased Contract,[7] P,P,,3790
B2J,Btwn2Jackies,Lazaro Montes,SEA,OF,Farm,Development Cont.,[7] P,P,,3809
B2J,Btwn2Jackies,Jett Williams,NYM,SS,Farm,Purchased Contract,[7] P,P,,3899
B2J,Btwn2Jackies,Spencer Jones,NYY,OF,Farm,Purchased Contract,[7] P,P,,3910
B2J,Btwn2Jackies,Brendan Donovan,STL,"2B, 3B, OF",MLB,Keeper Contract,[5] TC1,TC 1,,3989
B2J,Btwn2Jackies,Robert Suarez,SD,RP,MLB,Keeper Contract,[5] TC1,TC 1,,4046
B2J,Btwn2Jackies,José Leclerc,OAK,RP,MLB,Keeper Contract,[5] TC1,TC 1,,4053
B2J,Btwn2Jackies,Bowden Francis,TOR,"SP, RP",MLB,Keeper Contract,[5] TC1,TC 1,,4137
B2J,Btwn2Jackies,Luis Morales,ATH,RHP,Farm,Farm Contract,[7] P,P,,4628
B2J,Btwn2Jackies,River Ryan,LAD,RHP,Farm,Purchased Contract,[7] P,P,,4687
B2J,Btwn2Jackies,Brailer Guerrero,TB,OF,Farm,Farm Contract,[7] P,P,,6145
B2J,Btwn2Jackies,Max Clark,DET,OF,Farm,Purchased Contract,[7] P,P,,6566
B2J,Btwn2Jackies,Tommy Troy,AZ,2B,Farm,Farm Contract,[7] P,P,,6569
B2J,Btwn2Jackies,Welbyn Francisca,CLE,SS,Farm,Farm Contract,[7] P,P,,6579
B2J,Btwn2Jackies,Mike Boeve,MIL,3B,Farm,Farm Contract,[7] P,P,,6705
B2J,Btwn2Jackies,Jonny Farmelo,SEA,OF,Farm,Purchased Contract,[7] P,P,,6723
B2J,Btwn2Jackies,Zebby Matthews,MIN,RHP,Farm,Purchased Contract,[7] P,P,,6988
B2J,Btwn2Jackies,Brody Hopkins,TB,RHP,Farm,Farm Contract,[7] P,P,,7470
B2J,Btwn2Jackies,Dante Nori,PHI,OF,Farm,Farm Contract,[7] P,P,,7578
RV,Rick Vaughn,Chase Burns,CIN,RHP,Farm,Purchased Contract,[7] P,P,,7602
B2J,Btwn2Jackies,Braylon Payne,MIL,OF,Farm,Development Cont.,[7] P,P,,7609
B2J,Btwn2Jackies,Ben Hess,NYY,RHP,Farm,Purchased Contract,[7] P,P,,7662
CFL,Country Fried Lamb,Adley Rutschman,BAL,C,MLB,Keeper Contract,[3] VC1,VC 1,,4283
CFL,Country Fried Lamb,Alejandro Rosario,TEX,RHP,Farm,Purchased Contract,[7] P,P,,6842
CFL,Country Fried Lamb,Alex Bregman,BOS,"3B,SS",MLB,Keeper Contract,[3] VC1,VC 1,10183,1882
CFL,Country Fried Lamb,Brady Singer,CIN,SP,MLB,,[5] TC1,TC 1,,2165
CFL,Country Fried Lamb,Bryce Rainer,DET,SS,Farm,Development Cont.,[7] P,P,,7681
CFL,Country Fried Lamb,Caden Dana,LAA,RHP,Farm,Purchased Contract,[7] P,P,,4612
CFL,Country Fried Lamb,Carson Williams,TB,SS,Farm,Purchased Contract,[7] P,P,,2236
CFL,Country Fried Lamb,Carter Jensen,KC,C,Farm,Farm Contract,[7] P,P,,2237
CFL,Country Fried Lamb,Cooper Ingle,CLE,C,Farm,Purchased Contract,[7] P,P,,7112
CFL,Country Fried Lamb,Daylen Lile,WSH,OF,Farm,Farm Contract,[7] P,P,,2362
CFL,Country Fried Lamb,Mitch Keller,PIT,SP,MLB,,[5] TC1,TC 1,,3014
CFL,Country Fried Lamb,DJ Herz,WSH,SP,MLB,Keeper Contract,[5] TC1,TC 1,,3585
CFL,Country Fried Lamb,Felnin Celesten,SEA,SS,Farm,Purchased Contract,[7] P,P,,4675
CFL,Country Fried Lamb,Gary Gill Hill,TB,RHP,Farm,Farm Contract,[7] P,P,,6801
CFL,Country Fried Lamb,George Kirby,SEA,SP,MLB,Keeper Contract,[3] VC1,VC 1,,4010
CFL,Country Fried Lamb,Geraldo Perdomo,AZ,SS,MLB,,[5] TC1,TC 1,,4324
CFL,Country Fried Lamb,Hayden Harris,ATL,LHP,Farm,Purchased Contract,[7] P,P,,7179
CFL,Country Fried Lamb,Heliot Ramos,SF,CF,MLB,Keeper Contract,[5] TC1,TC 1,,3818
CFL,Country Fried Lamb,Henry Lalane,NYY,LHP,Farm,Farm Contract,[7] P,P,,7163
CFL,Country Fried Lamb,Ian Happ,CHC,"2B,3B,CF",MLB,Keeper Contract,[3] VC1,VC 1,10440,2550
CFL,Country Fried Lamb,J.P. Crawford,SEA,SS,MLB,Keeper Contract,[5] TC1,TC 1,,2566
CFL,Country Fried Lamb,Jaison Chourio,CLE,OF,Farm,Purchased Contract,[7] P,P,,3782
CFL,Country Fried Lamb,Jason Adam,SD,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2626
CFL,Country Fried Lamb,Josue Briceño,DET,C/1B,Farm,Farm Contract,[7] P,P,,7199
CFL,Country Fried Lamb,MacKenzie Gore,WSH,SP,MLB,Keeper Contract,[5] TC1,TC 1,,4040
CFL,Country Fried Lamb,Justin Crawford,PHI,OF,Farm,Purchased Contract,[7] P,P,,3895
CFL,Country Fried Lamb,Paulino Santana,TEX,OF,Farm,Farm Contract,[7] P,P,,7256
CFL,Country Fried Lamb,Payton Eeles,MIN,2B,Farm,Farm Contract,[7] P,P,,7346
CFL,Country Fried Lamb,Ranger Suárez,PHI,P,MLB,Keeper Contract,[5] TC1,TC 1,11117,1972
CFL,Country Fried Lamb,Ryan Helsley,STL,RP,MLB,Keeper Contract,[3] VC1,VC 1,,3170
CFL,Country Fried Lamb,Sammy Stafura,CIN,SS,Farm,Purchased Contract,[7] P,P,,6646
CFL,Country Fried Lamb,Seaver King,WSH,SS,Farm,Development Cont.,[7] P,P,,7595
CFL,Country Fried Lamb,Slade Caldwell,AZ,OF,Farm,Farm Contract,[7] P,P,,7623
CFL,Country Fried Lamb,Steven Kwan,CLE,OF,MLB,Keeper Contract,[3] VC1,VC 1,,3986
CFL,Country Fried Lamb,Tanner Scott,LAD,RP,MLB,Keeper Contract,[3] VC1,VC 1,,3265
CFL,Country Fried Lamb,Didier Fuentes,ATL,RHP,Farm,Purchased Contract,[7] P,P,,7304
CFL,Country Fried Lamb,Tommy Edman,LAD,"2B,3B,SS,OF",MLB,Keeper Contract,[4] TC2,TC 2,11596,1981
CFL,Country Fried Lamb,Travis Bazzana,CLE,2B,Farm,Purchased Contract,[7] P,P,,7677
CFL,Country Fried Lamb,Tyler Holton,DET,"SP, RP",MLB,Keeper Contract,[5] TC1,TC 1,,4138
WIZ,Whiz Kids,Vladimir Guerrero Jr.,TOR,"1B,3B",MLB,Keeper Contract,[1] FC1,FC 1,10621,1986
CFL,Country Fried Lamb,Yoshinobu Yamamoto,LAD,SP,MLB,Keeper Contract,[3] VC1,VC 1,,7287
CFL,Country Fried Lamb,Yuki Matsui,SD,RP,MLB,Keeper Contract,[5] TC1,TC 1,,7281
LAW,Law-Abiding Citizens,Xander Bogaerts,SD,SS,MLB,Keeper Contract,[5] TC1,TC 1,9319,1881
HAM,Hammers,Chris Sale,ATL,P,MLB,Keeper Contract,[1] FC1,FC 1,8780,1937
HAM,Hammers,Corey Seager,TEX,SS,MLB,Keeper Contract,[1] FC1,FC 1,9584,1941
HAM,Hammers,Framber Valdez,HOU,P,MLB,Keeper Contract,[1] FC1,FC 1,11138,1946
SAD,not much of a donkey,Nathan Eovaldi,TEX,P,MLB,Keeper Contract,[5] TC1,TC 1,9007,1969
HAM,Hammers,Yordan Alvarez,HOU,OF,MLB,Keeper Contract,[4] TC2,TC 2,10883,1989
HAM,Hammers,Bryce Miller,SEA,SP,MLB,Keeper Contract,[4] TC2,TC 2,,2211
SAD,not much of a donkey,David Bednar,PIT,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2349
HAM,Hammers,Dylan Lee,ATL,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2424
HAM,Hammers,Evan Phillips,LAD,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2477
HAM,Hammers,Jackson Merrill,SD,CF,MLB,Keeper Contract,[5] TC1,TC 1,,2575
HAM,Hammers,Logan Gilbert,SEA,P,MLB,Keeper Contract,[2] VC2,VC 2,11381,2883
HAM,Hammers,Matt Chapman,SF,3B,MLB,Keeper Contract,[5] TC1,TC 1,,2946
HAM,Hammers,Sonny Gray,BOS,P,MLB,Keeper Contract,[3] VC1,VC 1,9459,3236
HAM,Hammers,Yusei Kikuchi,LAA,SP,MLB,Keeper Contract,[5] TC1,TC 1,,3415
HAM,Hammers,Michael Busch,CHC,1B,MLB,Keeper Contract,[5] TC1,TC 1,,3473
HAM,Hammers,Andy Pages,LAD,CF,MLB,Keeper Contract,[5] TC1,TC 1,,3478
HAM,Hammers,Brady House,WSH,3B,Farm,Purchased Contract,[7] P,P,,3482
