rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,avg,plateAppearances,totalBases,games,position,sportAbbrev,yahoo_owner,yahoo_team,yahoo_id,yahoo_position
508,fa,27,234,Ben Rortvedt,666163,63,2,6,1,0,0,0.186,0.297,0.111,6,7,14,0,0,31,0.095,70,7,26,C,MLB,,,,
509,bal,30,110,Chadwick Tromp,644433,13,1,1,1,0,0,0.143,0.297,0.154,0,1,6,0,0,11,0.077,14,2,5,C,MLB,,,,
510,fa,27,512,Ryan Kreidler,668952,38,5,4,0,0,0,0.19,0.295,0.105,0,4,19,2,0,22,0.105,44,4,17,CF,MLB,,,,
511,min,28,142,DaShawn Keirsey Jr.,680577,67,7,7,0,0,1,0.143,0.292,0.149,4,2,22,5,3,33,0.104,70,10,49,RF,MLB,,,,
512,fa,26,416,Ryan Vilade,668723,13,1,1,0,0,0,0.2,0.277,0.077,0,2,5,0,0,9,0.077,15,1,7,RF,MLB,,,,
513,fa,25,3390,Ji Hwan Bae,678225,11,3,1,0,0,0,0.167,0.258,0.091,0,1,5,2,0,4,0.091,12,1,7,CF,MLB,,,,
514,fa,26,4904,Luis Campusano,669134,18,0,0,0,0,0,0.25,0.25,0.0,0,6,9,0,0,11,0.0,24,0,9,DH,MLB,,,,
515,fa,33,556,Eddie Rosario,592696,8,1,1,0,0,0,0.125,0.25,0.125,0,0,2,0,0,6,0.125,8,1,5,OF,MLB,,,,
516,fa,33,556,Eddie Rosario,592696,8,1,1,0,0,0,0.125,0.25,0.125,0,0,2,0,0,6,0.125,8,1,5,OF,MLB,,,,
517,ari,27,109,Jake McCarthy,664983,45,2,3,1,0,0,0.157,0.246,0.089,3,4,6,1,0,24,0.067,51,4,15,CF,MLB,,,,
518,fa,26,494,Jacob Amaya,676070,62,6,6,1,0,0,0.119,0.232,0.113,7,2,15,2,0,29,0.097,68,7,34,SS,MLB,,,,
519,fa,26,494,Jacob Amaya,676070,62,6,6,1,0,0,0.119,0.232,0.113,7,2,15,2,0,29,0.097,68,7,34,SS,MLB,,,,
520,fa,32,561,J.D. Davis,605204,9,0,1,0,0,0,0.111,0.222,0.111,0,0,3,0,0,4,0.111,9,1,5,3B,MLB,,,,
521,fa,32,561,J.D. Davis,605204,9,0,1,0,0,0,0.111,0.222,0.111,0,0,3,0,0,4,0.111,9,1,5,3B,MLB,,,,
522,fa,30,2310,Nicky Lopez,670032,24,2,1,0,0,0,0.179,0.221,0.042,1,4,4,0,0,13,0.042,28,1,19,3B,MLB,,,,
523,fa,35,102,Nick Ahmed,605113,9,1,0,0,0,0,0.1,0.1,0.0,0,1,3,1,0,6,0.0,10,0,5,SS,MLB,,,,
524,fa,35,102,Nick Ahmed,605113,9,1,0,0,0,0,0.1,0.1,0.0,0,1,3,1,0,6,0.0,10,0,5,SS,MLB,,,,
525,fa,35,102,Nick Ahmed,605113,9,1,0,0,0,0,0.1,0.1,0.0,0,1,3,1,0,6,0.0,10,0,5,SS,MLB,,,,
526,sf,26,137,Brett Wisely,689172,10,1,0,0,0,0,0.0,0.0,0.0,2,0,3,0,1,6,0.0,12,0,6,2B,MLB,,,,
527,chc,34,112,Colin Rea,607067,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1,0,16,P,MLB,,,,
528,fa,25,568,Jordyn Adams,677941,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,1,0,5,CF,MLB,,,,
529,bal,25,110,Luis Vázquez,676679,8,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,4,0.0,8,0,5,SS,MLB,,,,
530,fa,26,5434,Shay Whitcomb,694376,9,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0,4,0.0,9,0,7,LF,MLB,,,,
