upid,name,manager,contract,mlb_id,player_type,rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev,atBats,doubles,triples,obp,ops,slg,rbi,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position
3930,Brandon Sproat,Andromedans,Purchased Contract,687075,pitcher,5,nym,25,121.0,687075,Brandon Sproat,30.0,1.24,141.2,115,73,68.0,60,130,9,425.0,596.0,,4.32,0.0,0.0,0.0,8.0,8.0,ALL (2),,,,,,,,,,,,,
3495,Nick Yorke,Andromedans,Purchased Contract,694377,batter,12,pit,23,,694377,Nick Yorke,,,,131,62,,39,112,8,,,,,,,,,,ALL (2),470.0,24.0,3.0,0.336,0.73,0.394,67.0,18.0,6.0,212.0,185.0,0.279,2B
3997,Marc Church,Andromedans,Purchased Contract,687847,pitcher,25,tex,24,140.0,687847,Marc Church,13.0,2.67,12.0,17,10,10.0,15,15,1,36.0,67.0,,7.5,0.0,2.0,1.0,0.0,1.0,ALL (4),,,,,,,,,,,,,
6649,Thayron Liranzo,Andromedans,Purchased Contract,699073,batter,5,det,22,,699073,Thayron Liranzo,,,,70,49,,47,125,11,,,,,,,,,,AA,339.0,16.0,0.0,0.308,0.659,0.351,45.0,0.0,0.0,181.0,119.0,0.206,C
7635,Zyhir Hope,Andromedans,Development Cont.,814307,batter,2,la,20,,814307,Zyhir Hope,,,,122,69,,79,143,13,,,,,,,,,,ALL (2),458.0,29.0,3.0,0.376,0.804,0.428,80.0,27.0,6.0,249.0,196.0,0.266,CF
7709,Jurrangelo Cijntje,Andromedans,Farm Contract,701388,pitcher,7,sea,22,136.0,701388,Jurrangelo Cijntje,26.0,1.22,108.1,81,50,48.0,51,120,15,325.0,459.0,,3.99,0.0,0.0,0.0,5.0,7.0,ALL (2),,,,,,,,,,,,,
7743,Jonathon Long,Andromedans,Purchased Contract,675085,batter,7,chc,23,,675085,Jonathon Long,,,,157,86,,79,116,20,,,,,,,,,,AAA,514.0,23.0,3.0,0.404,0.883,0.479,91.0,2.0,0.0,225.0,246.0,0.305,1B
2436,Edwin Arroyo,Btwn2Jackies,Farm Contract,695490,batter,8,cin,22,,695490,Edwin Arroyo,,,,132,63,,40,88,3,,,,,,,,,,AA,464.0,23.0,4.0,0.345,0.716,0.371,44.0,12.0,7.0,153.0,172.0,0.284,SS
3579,Miguel Bleis,Btwn2Jackies,Purchased Contract,694194,batter,13,bos,21,,694194,Miguel Bleis,,,,88,58,,41,106,14,,,,,,,,,,ALL (2),397.0,21.0,1.0,0.3,0.685,0.385,51.0,27.0,6.0,175.0,153.0,0.222,OF
3790,Moises Ballesteros,Btwn2Jackies,Purchased Contract,694208,batter,2,chc,22,,694208,Moises Ballesteros,,,,158,74,,58,79,15,,,,,,,,,,ALL (2),503.0,31.0,2.0,0.386,0.859,0.473,87.0,5.0,2.0,223.0,238.0,0.314,C
3809,Lazaro Montes,Btwn2Jackies,Development Cont.,703155,batter,3,sea,21,,703155,Lazaro Montes,,,,118,76,,83,169,32,,,,,,,,,,ALL (2),490.0,19.0,7.0,0.354,0.858,0.504,89.0,7.0,3.0,268.0,247.0,0.241,OF
3899,Jett Williams,Btwn2Jackies,Purchased Contract,702518,batter,3,nym,22,,702518,Jett Williams,,,,127,91,,76,131,17,,,,,,,,,,ALL (2),486.0,34.0,7.0,0.363,0.828,0.465,52.0,34.0,9.0,178.0,226.0,0.261,SS
3910,Spencer Jones,Btwn2Jackies,Purchased Contract,682987,batter,4,nyy,24,,682987,Spencer Jones,,,,120,102,,58,179,35,,,,,,,,,,ALL (2),438.0,23.0,1.0,0.362,0.933,0.571,80.0,29.0,6.0,204.0,250.0,0.274,CF
6145,Brailer Guerrero,Btwn2Jackies,Farm Contract,806967,batter,14,tb,19,,806967,Brailer Guerrero,,,,48,22,,25,65,6,,,,,,,,,,ALL (2),193.0,7.0,2.0,0.338,0.737,0.399,33.0,9.0,1.0,93.0,77.0,0.249,OF
6566,Max Clark,Btwn2Jackies,Purchased Contract,703601,batter,2,det,21,,703601,Max Clark,,,,117,85,,94,90,14,,,,,,,,,,ALL (2),431.0,17.0,5.0,0.403,0.835,0.432,67.0,19.0,2.0,168.0,186.0,0.271,OF
6569,Tommy Troy,Btwn2Jackies,Farm Contract,694371,batter,5,ari,23,,694371,Tommy Troy,,,,144,79,,67,98,15,,,,,,,,,,ALL (2),499.0,28.0,4.0,0.382,0.833,0.451,66.0,24.0,5.0,215.0,225.0,0.289,SS
6579,Welbyn Francisca,Btwn2Jackies,Farm Contract,806988,batter,15,cle,19,,806988,Welbyn Francisca,,,,85,54,,51,73,3,,,,,,,,,,A,371.0,14.0,2.0,0.32,0.622,0.302,45.0,45.0,12.0,196.0,112.0,0.229,SS
6705,Mike Boeve,Btwn2Jackies,Farm Contract,801670,batter,27,mil,23,,801670,Mike Boeve,,,,63,36,,35,68,5,,,,,,,,,,ALL (2),264.0,8.0,2.0,0.336,0.677,0.341,29.0,8.0,0.0,141.0,90.0,0.239,3B
6723,Jonny Farmelo,Btwn2Jackies,Purchased Contract,806071,batter,6,sea,21,,806071,Jonny Farmelo,,,,26,18,,14,38,6,,,,,,,,,,A+,113.0,6.0,1.0,0.318,0.778,0.46,16.0,2.0,1.0,55.0,52.0,0.23,OF
7470,Brody Hopkins,Btwn2Jackies,Farm Contract,811315,pitcher,3,tb,23,139.0,811315,Brody Hopkins,25.0,1.25,116.0,85,48,35.0,60,141,7,348.0,492.0,,2.72,0.0,0.0,0.0,5.0,7.0,AA,,,,,,,,,,,,,
7578,Dante Nori,Btwn2Jackies,Farm Contract,807276,batter,6,phi,21,,807276,Dante Nori,,,,127,72,,75,85,4,,,,,,,,,,ALL (3),487.0,18.0,12.0,0.361,0.733,0.372,47.0,52.0,10.0,218.0,181.0,0.261,OF
7609,Braylon Payne,Btwn2Jackies,Development Cont.,815520,batter,9,mil,19,,815520,Braylon Payne,,,,69,55,,52,103,8,,,,,,,,,,A,288.0,9.0,4.0,0.354,0.736,0.382,30.0,31.0,10.0,147.0,110.0,0.24,OF
7662,Ben Hess,Btwn2Jackies,Purchased Contract,696292,pitcher,6,nyy,23,147.0,696292,Ben Hess,22.0,1.07,103.1,65,43,37.0,46,139,3,310.0,421.0,,3.22,0.0,0.0,0.0,7.0,4.0,ALL (2),,,,,,,,,,,,,
7681,Bryce Rainer,Country Fried Lamb,Development Cont.,800614,batter,4,det,20,,800614,Bryce Rainer,,,,36,19,,20,33,5,,,,,,,,,,A,125.0,5.0,0.0,0.383,0.831,0.448,22.0,9.0,3.0,60.0,56.0,0.288,SS
2236,Carson Williams,Country Fried Lamb,Purchased Contract,700246,batter,1,tb,22,,700246,Carson Williams,,,,100,83,,62,198,28,,,,,,,,,,ALL (2),488.0,15.0,5.0,0.299,0.727,0.428,67.0,24.0,7.0,226.0,209.0,0.205,SS
2237,Carter Jensen,Country Fried Lamb,Farm Contract,695600,batter,1,kc,22,,695600,Carter Jensen,,,,142,84,,69,134,23,,,,,,,,,,ALL (3),487.0,26.0,5.0,0.379,0.886,0.507,89.0,10.0,1.0,199.0,247.0,0.292,C
7112,Cooper Ingle,Country Fried Lamb,Purchased Contract,694876,batter,4,cle,23,,694876,Cooper Ingle,,,,108,68,,86,85,10,,,,,,,,,,ALL (2),415.0,36.0,0.0,0.389,0.808,0.419,55.0,0.0,2.0,168.0,174.0,0.26,C
4675,Felnin Celesten,Country Fried Lamb,Purchased Contract,806958,batter,8,sea,20,,806958,Felnin Celesten,,,,115,58,,46,111,6,,,,,,,,,,ALL (2),421.0,19.0,3.0,0.345,0.72,0.375,59.0,21.0,9.0,204.0,158.0,0.273,SS
6801,Gary Gill Hill,Country Fried Lamb,Farm Contract,804541,pitcher,18,tb,21,139.0,804541,Gary Gill Hill,25.0,1.16,136.2,129,63,58.0,30,107,17,410.0,569.0,,3.82,0.0,0.0,0.0,7.0,8.0,A+,,,,,,,,,,,,,
7179,Hayden Harris,Country Fried Lamb,Purchased Contract,802686,pitcher,25,atl,26,144.0,802686,Hayden Harris,46.0,0.8,54.2,23,5,4.0,21,79,1,164.0,208.0,,0.66,4.0,8.0,1.0,6.0,0.0,ALL (3),,,,,,,,,,,,,
7163,Henry Lalane,Country Fried Lamb,Farm Contract,700649,pitcher,9,nyy,21,147.0,700649,Henry Lalane,7.0,1.29,19.1,11,5,5.0,14,22,2,58.0,84.0,,2.33,0.0,0.0,0.0,0.0,0.0,ALL (2),,,,,,,,,,,,,
3782,Jaison Chourio,Country Fried Lamb,Purchased Contract,702693,batter,5,cle,20,,702693,Jaison Chourio,,,,73,43,,70,87,2,,,,,,,,,,ALL (2),308.0,7.0,1.0,0.379,0.665,0.286,26.0,10.0,7.0,140.0,88.0,0.237,OF
7199,Josue Briceño,Country Fried Lamb,Farm Contract,800522,batter,3,det,21,,800522,Josue Briceño,,,,97,60,,66,87,20,,,,,,,,,,ALL (2),364.0,19.0,3.0,0.383,0.883,0.5,76.0,1.0,1.0,167.0,182.0,0.266,C
3895,Justin Crawford,Country Fried Lamb,Purchased Contract,702222,batter,3,phi,21,,702222,Justin Crawford,,,,147,88,,58,91,7,,,,,,,,,,AAA,440.0,23.0,4.0,0.411,0.863,0.452,47.0,46.0,11.0,137.0,199.0,0.334,OF
7256,Paulino Santana,Country Fried Lamb,Farm Contract,815889,batter,19,tex,19,,815889,Paulino Santana,,,,69,44,,25,94,5,,,,,,,,,,ALL (2),271.0,11.0,6.0,0.33,0.725,0.395,32.0,11.0,8.0,110.0,107.0,0.255,OF
6646,Sammy Stafura,Country Fried Lamb,Purchased Contract,806230,batter,8,pit,21,,806230,Sammy Stafura,,,,103,60,,74,129,6,,,,,,,,,,ALL (3),432.0,22.0,10.0,0.361,0.738,0.377,60.0,32.0,6.0,226.0,163.0,0.238,SS
7595,Seaver King,Country Fried Lamb,Development Cont.,814409,batter,9,was,22,,814409,Seaver King,,,,123,65,,32,116,6,,,,,,,,,,ALL (2),505.0,19.0,5.0,0.294,0.631,0.337,43.0,30.0,4.0,216.0,170.0,0.244,SS
7623,Slade Caldwell,Country Fried Lamb,Farm Contract,815154,batter,2,ari,19,,815154,Slade Caldwell,,,,106,83,,91,138,3,,,,,,,,,,ALL (2),407.0,29.0,3.0,0.408,0.777,0.369,38.0,25.0,10.0,170.0,150.0,0.26,OF
7304,Didier Fuentes,Country Fried Lamb,Purchased Contract,800311,pitcher,7,atl,20,144.0,800311,Didier Fuentes,17.0,1.34,70.0,72,50,49.0,22,83,10,210.0,307.0,,6.3,0.0,0.0,0.0,1.0,10.0,ALL (4),,,,,,,,,,,,,
7677,Travis Bazzana,Country Fried Lamb,Purchased Contract,683953,batter,1,cle,23,,683953,Travis Bazzana,,,,74,71,,66,91,9,,,,,,,,,,ALL (3),302.0,17.0,5.0,0.389,0.813,0.424,39.0,12.0,2.0,110.0,128.0,0.245,2B
3947,Hunter Barco,Hammers,Purchased Contract,682995,pitcher,4,pit,25,134.0,682995,Hunter Barco,29.0,1.19,102.1,73,31,31.0,49,119,5,307.0,429.0,,2.73,0.0,0.0,0.0,5.0,1.0,ALL (3),,,,,,,,,,,,,
4218,Cristian Mena,Hammers,Purchased Contract,691441,pitcher,11,ari,23,109.0,691441,Cristian Mena,12.0,1.32,51.1,49,31,25.0,19,60,7,154.0,218.0,,4.38,0.0,0.0,1.0,3.0,3.0,ALL (2),,,,,,,,,,,,,
4610,Angel Genao,Hammers,Farm Contract,694197,batter,3,cle,21,,694197,Angel Genao,,,,88,49,,35,58,5,,,,,,,,,,ALL (2),335.0,17.0,4.0,0.332,0.714,0.382,42.0,6.0,1.0,154.0,128.0,0.263,3B
6082,Logan Henderson,Hammers,Purchased Contract,701656,pitcher,5,mil,23,158.0,701656,Logan Henderson,21.0,1.08,103.0,79,37,36.0,32,120,12,309.0,411.0,,3.15,0.0,0.0,0.0,13.0,4.0,ALL (2),,,,,,,,,,,,,
6615,Lucas Braun,Hammers,Farm Contract,814351,pitcher,12,atl,24,144.0,814351,Lucas Braun,27.0,1.06,149.2,119,67,61.0,39,145,19,449.0,597.0,,3.67,0.0,0.0,0.0,7.0,6.0,ALL (2),,,,,,,,,,,,,
6808,Tre' Morgan,Hammers,Farm Contract,691003,batter,11,tb,23,,691003,Tre' Morgan,,,,90,53,,64,77,8,,,,,,,,,,AAA,328.0,15.0,3.0,0.398,0.81,0.412,45.0,8.0,4.0,114.0,135.0,0.274,1B
6864,Jhostynxon Garcia,Hammers,Purchased Contract,691373,batter,6,pit,23,,691373,Jhostynxon Garcia,,,,117,79,,47,136,21,,,,,,,,,,ALL (3),441.0,18.0,4.0,0.34,0.807,0.467,75.0,7.0,1.0,216.0,206.0,0.265,CF
7178,Jhancarlos Lara,Hammers,Development Cont.,702910,pitcher,21,atl,22,144.0,702910,Jhancarlos Lara,34.0,1.72,68.2,53,64,59.0,65,104,9,206.0,327.0,,7.73,0.0,2.0,0.0,0.0,9.0,ALL (2),,,,,,,,,,,,,
7338,Chen-Wei Lin,Hammers,Farm Contract,813820,pitcher,18,stl,24,138.0,813820,Chen-Wei Lin,17.0,1.49,50.1,36,35,31.0,39,70,3,151.0,223.0,,5.54,0.0,0.0,0.0,0.0,2.0,ALL (3),,,,,,,,,,,,,
7571,Edward Florentino,Hammers,Purchased Contract,821273,batter,5,pit,19,,821273,Edward Florentino,,,,84,60,,49,78,16,,,,,,,,,,ALL (2),290.0,23.0,2.0,0.4,0.948,0.548,59.0,35.0,6.0,143.0,159.0,0.29,OF
7604,Tyson Lewis,Hammers,Farm Contract,815653,batter,3,cin,19,,815653,Tyson Lewis,,,,98,65,,29,102,9,,,,,,,,,,ALL (2),315.0,16.0,6.0,0.376,0.862,0.486,54.0,27.0,8.0,159.0,153.0,0.311,SS
7632,Jared Thomas,Hammers,Farm Contract,703606,batter,8,col,22,,703606,Jared Thomas,,,,136,92,,70,145,14,,,,,,,,,,ALL (2),454.0,23.0,2.0,0.398,0.85,0.452,60.0,33.0,7.0,132.0,205.0,0.3,OF
7690,Kaelen Culpepper,Hammers,Farm Contract,701785,batter,2,min,23,,701785,Kaelen Culpepper,,,,131,77,,50,90,20,,,,,,,,,,ALL (2),454.0,16.0,3.0,0.375,0.844,0.469,64.0,25.0,4.0,151.0,213.0,0.289,SS
3580,James Triantos,Jepordizers!,Purchased Contract,701649,batter,10,chc,22,,701649,James Triantos,,,,114,69,,33,72,7,,,,,,,,,,ALL (2),440.0,24.0,2.0,0.315,0.685,0.37,47.0,31.0,10.0,200.0,163.0,0.259,2B
3584,Owen Caissie,Jepordizers!,Purchased Contract,683357,batter,1,chc,23,,683357,Owen Caissie,,,,111,78,,58,132,23,,,,,,,,,,ALL (2),396.0,29.0,2.0,0.376,0.914,0.538,59.0,5.0,4.0,171.0,213.0,0.28,RF
3708,Jeferson Quero,Jepordizers!,Purchased Contract,691620,batter,4,mil,23,,691620,Jeferson Quero,,,,68,42,,32,40,11,,,,,,,,,,ALL (2),251.0,17.0,1.0,0.361,0.839,0.478,57.0,2.0,0.0,128.0,120.0,0.271,C
3900,Carson Whisenhunt,Jepordizers!,Farm Contract,687931,pitcher,7,sf,25,137.0,687931,Carson Whisenhunt,26.0,1.38,131.0,134,69,66.0,47,111,19,393.0,556.0,,4.53,0.0,0.0,0.0,11.0,6.0,ALL (2),,,,,,,,,,,,,
4726,Winston Santos,Jepordizers!,Farm Contract,692437,pitcher,4,tex,23,140.0,692437,Winston Santos,6.0,1.67,17.1,22,13,13.0,7,26,0,52.0,78.0,,6.75,0.0,0.0,0.0,0.0,0.0,ALL (2),,,,,,,,,,,,,
6072,Emiliano Teodo,Jepordizers!,Farm Contract,693713,pitcher,14,tex,24,140.0,693713,Emiliano Teodo,27.0,1.87,30.0,27,26,24.0,29,38,4,90.0,149.0,,7.2,0.0,3.0,1.0,3.0,2.0,ALL (3),,,,,,,,,,,,,
6581,Thomas White,Btwn2Jackies,Purchased Contract,806258,pitcher,1,mia,21,146.0,806258,Thomas White,21.0,1.18,89.2,55,25,23.0,51,145,2,269.0,376.0,,2.31,0.0,0.0,0.0,4.0,3.0,ALL (3),,,,,,,,,,,,,
6599,Bryce Eldridge,Jepordizers!,Development Cont.,805811,batter,1,sf,21,,805811,Bryce Eldridge,,,,103,47,,49,140,25,,,,,,,,,,ALL (4),412.0,23.0,0.0,0.33,0.818,0.488,88.0,1.0,1.0,199.0,201.0,0.25,1B
7674,Hagen Smith,Jepordizers!,Development Cont.,696146,pitcher,5,cws,22,145.0,696146,Hagen Smith,20.0,1.3,75.2,42,31,30.0,56,108,5,227.0,319.0,,3.57,0.0,0.0,0.0,3.0,3.0,AA,,,,,,,,,,,,,
3454,Zac Veen,La Flama Blanca,Purchased Contract,691728,batter,11,col,24,,691728,Zac Veen,,,,113,60,,41,100,12,,,,,,,,,,ALL (3),411.0,24.0,5.0,0.345,0.79,0.445,62.0,16.0,6.0,178.0,183.0,0.275,LF
2450,Emmanuel Rodriguez,La Flama Blanca,Purchased Contract,691181,batter,4,min,22,,691181,Emmanuel Rodriguez,,,,56,43,,55,85,6,,,,,,,,,,ALL (3),208.0,9.0,1.0,0.431,0.84,0.409,31.0,10.0,3.0,103.0,85.0,0.269,CF
3875,Jarlin Susana,La Flama Blanca,Purchased Contract,703186,pitcher,4,was,21,120.0,703186,Jarlin Susana,14.0,1.31,56.1,40,23,22.0,34,95,3,169.0,244.0,,3.51,0.0,0.0,0.0,1.0,4.0,ALL (2),,,,,,,,,,,,,
3407,Andrew Salas,La Flama Blanca,Farm Contract,829035,batter,6,mia,17,,829035,Andrew Salas,,,,69,56,,72,110,3,,,,,,,,,,A,371.0,9.0,2.0,0.319,0.564,0.245,21.0,39.0,10.0,191.0,91.0,0.186,SS
3499,Harry Ford,La Flama Blanca,Purchased Contract,695670,batter,2,was,22,,695670,Harry Ford,,,,107,69,,74,91,16,,,,,,,,,,ALL (2),380.0,18.0,0.0,0.406,0.861,0.455,75.0,7.0,4.0,200.0,173.0,0.282,C
3607,Chase Petty,La Flama Blanca,Farm Contract,695534,pitcher,7,cin,22,113.0,695534,Chase Petty,29.0,1.71,118.2,137,105,93.0,66,109,20,356.0,560.0,,7.05,0.0,0.0,0.0,6.0,16.0,ALL (2),,,,,,,,,,,,,
3746,Roderick Arias,La Flama Blanca,Development Cont.,703149,batter,20,nyy,21,,703149,Roderick Arias,,,,82,61,,65,134,7,,,,,,,,,,A,394.0,19.0,1.0,0.325,0.64,0.315,53.0,34.0,10.0,184.0,124.0,0.208,SS
3883,Druw Jones,La Flama Blanca,Farm Contract,702258,batter,14,ari,22,,702258,Druw Jones,,,,122,77,,56,127,5,,,,,,,,,,A+,478.0,25.0,5.0,0.335,0.695,0.36,56.0,28.0,4.0,217.0,172.0,0.255,OF
4570,Santiago Suarez,La Flama Blanca,Farm Contract,800571,pitcher,16,tb,20,139.0,800571,Santiago Suarez,12.0,1.01,51.2,44,29,18.0,8,54,7,155.0,210.0,,3.14,0.0,0.0,0.0,0.0,5.0,ALL (2),,,,,,,,,,,,,
6140,Alfredo Duno,La Flama Blanca,Farm Contract,806957,batter,2,cin,19,,806957,Alfredo Duno,,,,112,78,,95,91,18,,,,,,,,,,A,390.0,32.0,2.0,0.43,0.948,0.518,81.0,6.0,6.0,165.0,202.0,0.287,C
6571,Noble Meyer,La Flama Blanca,Purchased Contract,800611,pitcher,9,mia,20,146.0,800611,Noble Meyer,19.0,1.39,65.1,53,36,32.0,38,72,4,196.0,296.0,,4.41,0.0,0.0,0.0,1.0,7.0,A+,,,,,,,,,,,,,
6616,Starlyn Caba,La Flama Blanca,Purchased Contract,806965,batter,5,mia,20,,806965,Starlyn Caba,,,,43,28,,34,34,1,,,,,,,,,,A,194.0,6.0,1.0,0.335,0.613,0.278,21.0,14.0,6.0,92.0,54.0,0.222,SS
6617,Ralphy Velazquez,La Flama Blanca,Farm Contract,806252,batter,9,cle,20,,806252,Ralphy Velazquez,,,,128,77,,52,104,22,,,,,,,,,,ALL (2),483.0,28.0,9.0,0.342,0.839,0.497,85.0,1.0,3.0,233.0,240.0,0.265,1B
6665,Aroon Escobar,La Flama Blanca,Purchased Contract,800169,batter,5,phi,21,,800169,Aroon Escobar,,,,124,82,,56,98,15,,,,,,,,,,ALL (3),460.0,13.0,4.0,0.361,0.774,0.413,62.0,24.0,5.0,176.0,190.0,0.27,3B
7177,Jose Perdomo,La Flama Blanca,Development Cont.,815899,batter,15,atl,19,,815899,Jose Perdomo,,,,48,20,,14,45,1,,,,,,,,,,ROK,215.0,7.0,0.0,0.275,0.545,0.27,18.0,4.0,2.0,123.0,58.0,0.223,SS
7347,Cam Caminiti,La Flama Blanca,Farm Contract,807284,pitcher,1,atl,19,144.0,807284,Cam Caminiti,17.0,1.26,70.0,60,28,24.0,28,90,5,210.0,295.0,,3.09,0.0,0.0,0.0,2.0,4.0,ALL (2),,,,,,,,,,,,,
7612,Konnor Griffin,La Flama Blanca,Purchased Contract,804606,batter,1,pit,19,,804606,Konnor Griffin,,,,161,117,,50,122,21,,,,,,,,,,ALL (3),484.0,23.0,4.0,0.415,0.942,0.527,94.0,65.0,13.0,180.0,255.0,0.333,SS
7746,Josuar Gonzalez,La Flama Blanca,Purchased Contract,829034,batter,2,sf,18,,829034,Josuar Gonzalez,,,,55,52,,37,36,4,,,,,,,,,,ROK,191.0,10.0,5.0,0.404,0.859,0.455,24.0,33.0,5.0,84.0,87.0,0.288,SS
7776,Shotaro Morii,La Flama Blanca,Purchased Contract,829679,batter,21,oak,19,,829679,Shotaro Morii,,,,39,39,,36,47,3,,,,,,,,,,ROK,151.0,8.0,1.0,0.399,0.783,0.384,27.0,4.0,3.0,68.0,58.0,0.258,SS
7785,Elian Peña,La Flama Blanca,Farm Contract,821262,batter,30,mil,19,,821262,José Anderson,,,,71,45,,35,110,11,,,,,,,,,,ALL (2),342.0,17.0,5.0,0.293,0.676,0.383,42.0,10.0,4.0,161.0,131.0,0.208,OF
3444,Daniel Espino,Law-Abiding Citizens,Purchased Contract,682982,pitcher,29,cle,25,114.0,682982,Daniel Espino,1.0,4.5,0.2,3,3,3.0,0,1,0,2.0,5.0,,40.5,0.0,0.0,0.0,0.0,1.0,AAA,,,,,,,,,,,,,
4678,Jairo Iriarte,Law-Abiding Citizens,Farm Contract,683568,pitcher,17,cws,24,145.0,683568,Jairo Iriarte,37.0,1.92,48.0,55,44,38.0,37,50,9,144.0,230.0,,7.13,1.0,4.0,1.0,3.0,3.0,ALL (2),,,,,,,,,,,,,
6500,Cris Rodriguez,Law-Abiding Citizens,Farm Contract,829038,batter,7,det,17,,829038,Cris Rodriguez,,,,53,38,,11,42,10,,,,,,,,,,ROK,172.0,12.0,1.0,0.34,0.904,0.564,39.0,10.0,2.0,74.0,97.0,0.308,OF
6568,Walker Jenkins,Law-Abiding Citizens,Purchased Contract,805805,batter,1,min,20,,805805,Walker Jenkins,,,,88,56,,50,76,10,,,,,,,,,,ALL (4),308.0,17.0,2.0,0.399,0.85,0.451,34.0,17.0,4.0,130.0,139.0,0.286,OF
6602,Blake Mitchell,Law-Abiding Citizens,Purchased Contract,805810,batter,2,kc,21,,805810,Blake Mitchell,,,,43,28,,53,81,3,,,,,,,,,,ALL (2),197.0,9.0,1.0,0.39,0.71,0.32,19.0,12.0,5.0,93.0,63.0,0.218,C
6618,Alex Clemmey,Law-Abiding Citizens,Purchased Contract,806046,pitcher,7,was,20,120.0,806046,Alex Clemmey,25.0,1.38,116.2,88,52,45.0,73,136,12,350.0,508.0,,3.47,0.0,0.0,0.0,7.0,5.0,ALL (2),,,,,,,,,,,,,
7122,Trevor Harrison,Law-Abiding Citizens,Farm Contract,807314,pitcher,15,tb,20,139.0,807314,Trevor Harrison,22.0,1.26,107.0,86,41,33.0,49,100,3,321.0,440.0,,2.78,0.0,0.0,0.0,8.0,3.0,ALL (2),,,,,,,,,,,,,
7619,JJ Wetherholt,Law-Abiding Citizens,Purchased Contract,802139,batter,1,stl,23,,802139,JJ Wetherholt,,,,125,82,,72,73,17,,,,,,,,,,ALL (2),408.0,28.0,2.0,0.421,0.931,0.51,59.0,23.0,3.0,162.0,208.0,0.306,SS
7631,Brody Brecht,Law-Abiding Citizens,Farm Contract,701679,pitcher,5,col,23,115.0,701679,Brody Brecht,20.0,1.36,61.0,48,19,17.0,35,95,2,183.0,263.0,,2.51,0.0,0.0,0.0,1.0,5.0,ALL (2),,,,,,,,,,,,,
3526,Kevin Alcántara,not much of a donkey,Purchased Contract,682634,batter,5,chc,23,,682634,Kevin Alcántara,,,,105,57,,49,132,17,,,,,,,,,,ALL (2),390.0,26.0,0.0,0.351,0.818,0.467,70.0,11.0,4.0,189.0,182.0,0.269,RF
3709,Tyler Black,not much of a donkey,Farm Contract,672012,batter,24,mil,25,,672012,Tyler Black,,,,68,41,,56,75,5,,,,,,,,,,ALL (3),261.0,13.0,3.0,0.394,0.785,0.391,40.0,22.0,5.0,106.0,102.0,0.261,3B
3816,Michael Arroyo,Law-Abiding Citizens,Purchased Contract,703197,batter,5,sea,21,,703197,Michael Arroyo,,,,118,78,,69,104,17,,,,,,,,,,ALL (2),450.0,24.0,1.0,0.401,0.834,0.433,54.0,12.0,5.0,177.0,195.0,0.262,SS
3832,Tink Hence,not much of a donkey,Purchased Contract,693311,pitcher,14,stl,23,138.0,693311,Tink Hence,8.0,1.22,21.1,13,7,7.0,13,24,1,64.0,86.0,,2.95,0.0,0.0,0.0,0.0,1.0,ALL (4),,,,,,,,,,,,,
3886,Termarr Johnson,not much of a donkey,Purchased Contract,702261,batter,7,pit,21,,702261,Termarr Johnson,,,,118,67,,59,93,9,,,,,,,,,,AA,434.0,15.0,3.0,0.363,0.745,0.382,35.0,20.0,12.0,161.0,166.0,0.272,SS
3935,Ryan Clifford,not much of a donkey,Farm Contract,691775,batter,8,nym,22,,691775,Ryan Clifford,,,,114,71,,85,148,29,,,,,,,,,,ALL (2),481.0,23.0,1.0,0.356,0.826,0.47,93.0,7.0,4.0,214.0,226.0,0.237,1B
3951,Sal Stewart,not much of a donkey,Purchased Contract,701398,batter,1,cin,22,,701398,Sal Stewart,,,,149,89,,49,92,25,,,,,,,,,,ALL (3),492.0,35.0,0.0,0.373,0.899,0.526,88.0,17.0,3.0,190.0,259.0,0.303,3B
4593,Samuel Basallo,not much of a donkey,Purchased Contract,694212,batter,1,bal,21,,694212,Samuel Basallo,,,,91,59,,50,106,27,,,,,,,,,,ALL (2),379.0,23.0,0.0,0.337,0.852,0.515,82.0,0.0,0.0,172.0,195.0,0.24,C
6532,Hector Rodriguez,Law-Abiding Citizens,Farm Contract,699302,batter,9,cin,21,,699302,Héctor Rodríguez,,,,149,92,,40,86,19,,,,,,,,,,ALL (2),527.0,23.0,4.0,0.336,0.786,0.45,65.0,15.0,7.0,225.0,237.0,0.283,LF
6593,Jefferson Rojas,not much of a donkey,Farm Contract,800473,batter,4,chc,20,,800473,Jefferson Rojas,,,,94,67,,58,81,11,,,,,,,,,,ALL (2),398.0,19.0,4.0,0.343,0.73,0.387,59.0,19.0,3.0,168.0,154.0,0.236,SS
6805,George Klassen,not much of a donkey,Purchased Contract,691946,pitcher,3,ana,23,108.0,691946,George Klassen,25.0,1.46,108.2,112,70,63.0,47,134,8,326.0,484.0,,5.22,0.0,0.0,0.0,4.0,12.0,ALL (2),,,,,,,,,,,,,
6851,Jedixson Paez,not much of a donkey,Farm Contract,699151,pitcher,15,cws,21,145.0,699151,Jedixson Paez,7.0,1.09,19.1,18,12,6.0,3,23,4,58.0,83.0,,2.79,0.0,0.0,0.0,0.0,3.0,A+,,,,,,,,,,,,,
