upid,name,manager,team,FBP_Team,player_type,contract_type,status,years_simple,position,mlb_primary_position,mlb_id,yahoo_id,debuted,age
6676,Christian Knapczyk,,,,Farm,,[7] P,P,,SS,694387,,False,24
6678,Jake Miller,,,,Farm,,[7] P,P,SP,P,805725,,False,24
6679,Juan Nuñez,,,,Farm,,[7] P,P,,,,,False,
6680,Nasim Nuñez,,,,Farm,,[7] P,P,OF,CF,800957,,False,23
6681,Mac Horvath,,TB,,Farm,,[7] P,P,"2B,3B,CF",2B,,,False,
6682,Kemp Alderman,,MIA,,Farm,,[7] P,P,OF,RF,694580,62858,False,23
6683,Janero Miller,,,,Farm,,[7] P,P,,,,,False,
6685,Tavian Josenberger,,,,Farm,,[7] P,P,,OF,694444,,False,24
6686,Franklin Sanchez,,,,Farm,,[7] P,P,,P,692845,,False,25
6687,Matt Pushard,,MIA,,Farm,,[7] P,P,RP,P,690155,,False,28
6689,Mitch Jebb,,PIT,,Farm,,[7] P,P,"2B,OF",LF,694991,63001,False,23
6690,Jhonny Severino,,PIT,,Farm,,[7] P,P,"2B,3B",SS,703177,63290,False,21
6691,Po-Yu Chen,,PIT,,Farm,,[7] P,P,SP,,,,False,
6692,Michael Prosecky,,COL,,Farm,,[7] P,P,SP,P,687087,64955,False,24
6693,Caden Scarborough,,,,Farm,,[7] P,P,,P,807291,,False,20
6694,Echedry Vargas,,MIA,,Farm,,[7] P,P,"3B,SS",SS,800448,,False,20
6695,Tyler Samaniego,,,,Farm,,[7] P,P,RP,P,701719,,False,27
6697,Joseph Montalvo,,DET,,Farm,,[7] P,P,SP,P,702477,,False,23
6698,Sean Sullivan,,COL,,Farm,,[7] P,P,SP,P,807743,62808,False,23
6699,Ismael Agreda,,,,Farm,,[7] P,P,,,,,False,
6700,Brayan Castillo,,,,Farm,,[7] P,P,,,,,False,
6701,Jack Mahoney,,COL,,Farm,,[7] P,P,SP,SP,,62869,False,
6703,Kevin Ereu,,MIL,,Farm,,[7] P,P,SS,,,,False,
6706,Justin Riemer,,,,Farm,,[7] P,P,,2B,811312,,False,24
6708,Yordanny Monegro,,BOS,,Farm,,[7] P,P,SP,P,694057,63534,False,23
6710,Juan Daniel Encarnacion,,,,Farm,,[7] P,P,,P,683402,,False,24
6711,Chih-Jung Liu,,,,Farm,,[7] P,P,,P,692617,,False,26
6712,Graham Pauley,,MIA,,Farm,,[7] P,P,3B,3B,688363,,True,25
6713,Jandaniel Gonzalez,,,,Farm,,[7] P,P,,,,,False,
6714,Landon Maroudis,,,,Farm,,[7] P,P,,P,805793,,False,21
6715,Reylin Perez,,,,Farm,,[7] P,P,,,,,False,
6716,Max Anderson,,DET,,Farm,,[7] P,P,"2B,3B",2B,801194,62793,False,23
6717,Yondrei Rojas,,,,Farm,,[7] P,P,,,,,False,
6718,Charlee Soto,Btwn2Jackies,MIN,B2J,Farm,Purchased Contract,[7] P,P,SP,P,805792,62989,False,20
6719,Byron Chourio,,MIN,,Farm,,[7] P,P,OF,CF,805102,,False,20
6721,Ethan Pecko,,HOU,,Farm,,[7] P,P,SP,P,814490,63202,False,23
6725,Jaxon Wiggins,Country Fried Lamb,CHC,CFL,Farm,Development Contract,[7] P,DC,SP,P,694393,63028,False,24
6726,Jimmy Joyce,,SEA,,Farm,,[7] P,P,RHP,P,702460,63631,False,27
6727,Brody McCullough,,CHC,,Farm,,[7] P,P,RHP,,,,False,
6728,Alonzo Tredwell,,HOU,,Farm,,[7] P,P,"SP,RP",P,696280,63008,False,23
6729,Esmil Valencia,,HOU,,Farm,,[7] P,P,OF,,,,False,
6730,Alexis Hernandez,,,,Farm,,[7] P,P,,LF,692562,,False,23
6731,RJ Schreck,,TOR,,Farm,,[7] P,P,OF,LF,702302,63208,False,25
6732,Mike Carico,,,,Farm,,[7] P,P,,,,,False,
6733,Jake Bloss,,TOR,,Farm,,[7] P,P,SP,P,814005,,True,24
6734,Riley Martin,,,,Farm,,[7] P,P,RP,P,702303,60741,False,27
6736,Andy Acevedo,,,,Farm,,[7] P,P,,,,,False,
6737,Zac Leigh,,,,Farm,,[7] P,P,,P,684949,,False,28
6738,Seth Shuman,,,,Farm,,[7] P,P,,,,,False,
6739,Josh Rivera,,CHC,,Farm,,[7] P,P,SS,SS,687069,,False,25
6740,Daiverson Gutierrez,,NYM,,Farm,,[7] P,P,C,C,806987,64979,False,20
6741,Tyler Schlaffer,,,,Farm,,[7] P,P,SP,P,690370,66403,False,24
6742,Cristopher Larez,,,,Farm,,[7] P,P,,,,,False,
6743,Luis R. Rodriguez,,,,Farm,,[7] P,P,,,,,False,
6744,Brett Banks,,,,Farm,,[7] P,P,,,,,False,
6745,Raimon Gomez,,NYM,,Farm,,[7] P,P,P,,,,False,
6746,Hayden Wynja,,,,Farm,,[7] P,P,,,,,False,
6747,William Kempner,,,,Farm,,[7] P,P,RP,P,687531,,False,24
6749,José Cruz,,,,Farm,,[7] P,P,,,,,False,
6750,Christian Chamberlain,,,,Farm,,[7] P,P,,P,685125,,False,26
6751,Liam Simon,,,,Farm,,[7] P,P,,,,,False,
6753,Steven Zobac,,KC,,Farm,,[7] P,P,SP,P,686632,64961,False,25
6754,Hiro Wyatt,,KC,,Farm,,[7] P,P,SP,P,702965,63105,False,21
6755,Calvin Harris,,,,Farm,,[7] P,P,,,,,False,
6756,Seth Keener,,CWS,,Farm,,[7] P,P,"SP,RP",P,803143,62833,False,24
6757,Kyle Carr,,NYY,,Farm,,[7] P,P,SP,P,694805,62849,False,23
6758,Omar Gonzalez,,,,Farm,,[7] P,P,,,,,False,
6760,Jack Hurley,,AZ,,Farm,,[7] P,P,CF,OF,694815,62993,False,23
6761,Blas Castano,,SEA,,Farm,,[7] P,P,"SP,RP",SP,,,True,
6762,Enmanuel Tejeda,,,,Farm,,[7] P,P,,,,,False,
6763,Gian Zapata,,AZ,,Farm,,[7] P,P,OF,,,,False,
6764,Alberto Rios,,LAA,,Farm,,[7] P,P,C/OF,C,814362,,False,23
6765,Ricardo Yan,,AZ,,Farm,,[7] P,P,SP,,,,False,
6766,Caden Grice,,AZ,,Farm,,[7] P,P,LHP,,,,False,
6767,Camden Minacci,,LAA,,Farm,,[7] P,P,RP,P,695229,62816,False,24
6768,Luke Albright,,,,Farm,,[7] P,P,,P,681475,,False,26
6769,Christian Cerda,,AZ,,Farm,,[7] P,P,C,C,692416,63524,False,23
6770,Leonardo Taveras,,,,Farm,,[7] P,P,,P,672405,,False,27
6771,Grayson Hitt,,AZ,,Farm,,[7] P,P,P,,,,False,
6772,Brett Bateman,,CHC,,Farm,,[7] P,P,CF,CF,703520,63242,False,23
6773,Cole Schoenwetter,,CIN,,Farm,,[7] P,P,"SP,RP",P,800616,62995,False,21
6775,Jackson Nezuh,,HOU,,Farm,,[7] P,P,"SP,RP",P,694545,63256,False,23
6776,Yerald Nin,,,,Farm,,[7] P,P,,,,,False,
6777,Reiner Lopez,,,,Farm,,[7] P,P,,,,,False,
6778,Travis Honeyman,,STL,,Farm,,[7] P,P,CF,CF,,63007,False,
6779,Jose Montero,,,,Farm,,[7] P,P,,,,,False,
6780,Cristopher Polanco,,TOR,,Farm,,[7] P,P,SS,,,,False,
6781,Myles Naylor,,ATH,,Farm,,[7] P,P,3B,3B,802504,63009,False,20
6782,Cole Miller,,ATH,,Farm,,[7] P,P,SP,P,800612,62930,False,20
6783,Connor Burns,,CIN,,Farm,,[7] P,P,C,C,694829,,False,24
6786,Arnaldo Lantigua,,,,Farm,,[7] P,P,,OF,806984,,False,20
6789,Carlos De Los Santos,,,,Farm,,[7] P,P,,,,,False,
6790,Chris Campos,,,,Farm,,[7] P,P,,P,702318,,False,25
6791,Payton Martin,,LAD,,Farm,,[7] P,P,SP,P,806293,63578,False,21
6792,Jared Johnson,,,,Farm,,[7] P,P,,,,,False,
6793,Alvaro Benua,,,,Farm,,[7] P,P,,,,,False,
6794,Reynaldo Yean,,,,Farm,,[7] P,P,,,,,False,
6795,Devin Saltiban,,PHI,,Farm,,[7] P,P,"2B,OF",SS,813880,63122,False,20
6796,Madison Jeffrey,,,,Farm,,[7] P,P,,P,686700,,False,25
6797,Enderson Delgado,,,,Farm,,[7] P,P,,,,,False,
6798,Wyatt Crowell,,,,Farm,,[7] P,P,,,,,False,
6799,Luis F. Ortiz,,PHI,,Farm,,[7] P,P,RP,,,,False,
6800,Andrew Schultz,,,,Farm,,[7] P,P,,P,669697,,False,28
6802,Antonio Jimenez,,NYM,,Farm,,[7] P,P,SS,SS,806128,,False,21
6803,Max Kuhns,,,,Farm,,[7] P,P,,P,670138,,False,31
6804,Willmer De La Cruz,,,,Farm,,[7] P,P,,,,,False,
6806,Alexander Alberto,,,,Farm,,[7] P,P,RP,P,693739,,False,24
6807,Graham Spraker,,,,Farm,,[7] P,P,,P,676942,,False,30
6809,Josh Roberson,,,,Farm,,[7] P,P,,P,675963,,False,29
6811,Chris Muller,,,,Farm,,[7] P,P,,P,676726,,False,29
6812,Tyler Thornton,,,,Farm,,[7] P,P,,P,696263,,False,25
6813,Raudelis Martinez,,,,Farm,,[7] P,P,,C,696020,,False,23
6814,Andrew Misiaszek,,,,Farm,,[7] P,P,,P,667280,,False,28
6815,Cade Halemanu,,,,Farm,,[7] P,P,,,,,False,
6816,Javier Santos,,,,Farm,,[7] P,P,,,,,False,
6817,Nate Furman,,,,Farm,,[7] P,P,,2B,801501,,False,24
6819,Carlos Tavera,,,,Farm,,[7] P,P,,P,679857,,False,27
6820,Brock Vradenburg,,MIA,,Farm,,[7] P,P,1B,1B,802544,,False,23
6822,Trace Bright,,BAL,,Farm,,[7] P,P,"SP,RP",SP,,60668,False,
6823,Zach Fruit,,,,Farm,,[7] P,P,,P,688396,,False,25
6824,Jean Pinto,,,,Farm,,[7] P,P,,P,686645,,False,25
6825,Xavier Moore,,,,Farm,,[7] P,P,,,,,False,
6826,Jack Brannigan,,PIT,,Farm,,[7] P,P,"3B,SS",SS,687394,62113,False,24
6827,Nick Dombkowski,,,,Farm,,[7] P,P,,P,694298,,False,27
6828,J.C. Flowers,,,,Farm,,[7] P,P,,P,669001,,False,27
6829,Tommy Specht,,,,Farm,,[7] P,P,,OF,702467,,False,21
6830,Geisel Cepeda,,,,Farm,,[7] P,P,,OF,808206,,False,28
6831,Nathan Webb,,,,Farm,,[7] P,P,,,,,False,
6835,Owen Kellington,,,,Farm,,[7] P,P,,,,,False,
6837,Skylar Hales,,TEX,,Farm,,[7] P,P,RP,P,813766,,False,24
6838,Ricky DeVito,,,,Farm,,[7] P,P,,P,683740,,False,27
6839,Daniel Robert,,,,Farm,,[7] P,P,,P,642016,,False,31
6840,Dugan Darnell,,,,Farm,,[7] P,P,,P,699911,,False,28
6841,Adrian Rodriguez,,,,Farm,,[7] P,P,,SS,703641,,False,22
6843,Cade Denton,,COL,,Farm,,[7] P,P,RP,RP,,63165,False,
6844,Isaiah Coupet,,COL,,Farm,,[7] P,P,P,,,,False,
6846,Zach Vennaro,,,,Farm,,[7] P,P,,P,691109,,False,29
6847,Justin Yeager,,,,Farm,,[7] P,P,,P,687866,,False,28
6848,Harold Chirino,,,,Farm,,[7] P,P,,P,666785,,False,28
6849,Ben Metzinger,,,,Farm,,[7] P,P,,,,,False,
6850,Luke Adams,,MIL,,Farm,,[7] P,P,"1B,3B",3B,702726,62342,False,21
6852,Luis Cohen,,,,Farm,,[7] P,P,,,,,False,
6854,Enderso Lira,,,,Farm,,[7] P,P,,,,,False,
6855,Allan Castro,,BOS,,Farm,,[7] P,P,OF,CF,691369,62244,False,22
6856,Marcos Castañon,,SD,,Farm,,[7] P,P,3B,,,,False,
6857,Nick Robertson,,STL,,Farm,,[7] P,P,RP,P,687798,,False,27
6858,Noah Dean,,,,Farm,,[7] P,P,,,,,False,
6859,Christopher Troye,,,,Farm,,[7] P,P,,P,671220,,False,27
6860,Cole Paplham,,,,Farm,,[7] P,P,RP,P,800996,63961,False,25
6861,Alex Hoppe,,,,Farm,,[7] P,P,RP,P,695380,,False,27
6862,Kevin Hacen,,,,Farm,,[7] P,P,,,,,False,
6863,Joey Stock,,,,Farm,,[7] P,P,,P,695960,,False,28
6865,"Homer Bush, Jr.",,,,Farm,,[7] P,P,,CF,683344,,False,24
6866,Paul Wilson,,DET,,Farm,,[7] P,P,SP,P,124417,62948,False,52
6867,Luis German,,,,Farm,,[7] P,P,,,,,False,
6870,Connor Cooke,,TOR,,Farm,,[7] P,P,RP,P,701566,,False,26
6872,Jackson Rees,,,,Farm,,[7] P,P,,P,682448,,False,31
6873,T.J. Brock,,,,Farm,,[7] P,P,,P,697813,,False,26
6875,Ryan Jennings,,TOR,,Farm,,[7] P,P,RHP,P,688214,,False,26
6876,Luis Quinones,,,,Farm,,[7] P,P,,,,,False,
6879,Tanner Hall,,MIN,,Farm,,[7] P,P,P,,,,False,
6880,Brandon Winokur,,MIN,,Farm,,[7] P,P,"3B,SS,OF",OF,806263,63014,False,21
6881,Francis Peguero,,,,Farm,,[7] P,P,,,,,False,
6883,Jordan Brink,,,,Farm,,[7] P,P,,P,656259,,False,32
6884,Andrew Morris,,MIN,,Farm,,[7] P,P,SP,P,702193,63602,False,24
6885,Juan Mendez,,,,Farm,,[7] P,P,,P,695996,,False,27
6886,Taylor Floyd,,,,Farm,,[7] P,P,,P,687905,,False,28
6887,Darren Bowen,,,,Farm,,[7] P,P,,,,,False,
6889,Peyton Alford,,,,Farm,,[7] P,P,,P,688230,,False,28
6890,Julio Robaina,,,,Farm,,[7] P,P,,P,678789,,False,24
6891,Devin Sweet,,DET,,Farm,,[7] P,P,RP,P,682967,,False,29
6892,Joseph Yabbour,,,,Farm,,[7] P,P,,P,691634,,False,22
6893,Nolan DeVos,,,,Farm,,[7] P,P,,,,,False,
6894,Dustin Saenz,,,,Farm,,[7] P,P,,,,,False,
6895,Danis Correa,,,,Farm,,[7] P,P,,P,672550,,False,26
6896,Zach Dezenzo,,HOU,,Farm,,[7] P,P,OF,LF,701305,62488,True,25
6897,Amos Willingham,,WSH,,Farm,,[7] P,P,RP,P,686294,,False,27
6899,Cayne Ueckert,,,,Farm,,[7] P,P,,P,681145,,False,29
6900,Chase Jaworsky,,HOU,,Farm,,[7] P,P,"2B,SS",SS,814172,,False,21
6902,Anthony Huezo,,,,Farm,,[7] P,P,,,,,False,
6903,Richard Gallardo,,,,Farm,,[7] P,P,,P,682620,,False,24
6904,Max Bain,,,,Farm,,[7] P,P,,P,694053,,False,28
6905,Wilfredo Lara,,,,Farm,,[7] P,P,,3B,702906,,False,21
6906,Carlos Guzman,,,,Farm,,[7] P,P,,,,,False,
6907,AJ Ewing,,,,Farm,,[7] P,P,,,,63129,False,
6908,Ben Leeper,,,,Farm,,[7] P,P,,P,663510,,False,28
6909,Kade Morris,,ATH,,Farm,,[7] P,P,SP,P,695034,,False,23
6911,Nolan McLean,not much of a donkey,NYM,SAD,Farm,Purchased Contract,[7] P,P,SP,P,690997,62935,True,24
6912,Tyler Stuart,,WSH,,Farm,,[7] P,P,RHP,P,701603,,False,26
6913,Wyatt Hudepohl,,,,Farm,,[7] P,P,,,,,False,
6914,Wilkin Ramos,,,,Farm,,[7] P,P,,P,678576,,False,25
6915,Brendan Hardy,,,,Farm,,[7] P,P,,,,,False,
6916,Zach Thornton,,,,Farm,,[7] P,P,SP,P,804267,62912,False,24
6917,James Hicks,,HOU,,Farm,,[7] P,P,SP,P,801802,63258,False,24
6918,Angel Guzman,,,,Farm,,[7] P,P,,P,425768,,False,44
6919,Jack Choate,,SF,,Farm,,[7] P,P,"SP,RP",P,805257,64102,False,24
6920,Marques Johnson,,,,Farm,,[7] P,P,,,,,False,
6921,George Wolkow,,CWS,,Farm,,[7] P,P,CF,OF,805804,62942,False,20
6922,Ben Madison,,,,Farm,,[7] P,P,,P,681823,,False,28
6924,Tanner Kiest,,,,Farm,,[7] P,P,,P,641750,,False,31
6925,Cole Foster,,SF,,Farm,,[7] P,P,SS,SS,694369,,False,24
6926,Gerelmi Maldonado,,SF,,Farm,,[7] P,P,SP,P,698965,60649,False,22
6927,Roni Cabrera,,,,Farm,,[7] P,P,,,,,False,
6928,Jacob Wallace,,,,Farm,,[7] P,P,,P,686608,,False,27
6929,Eric Adler,,CWS,,Farm,,[7] P,P,RHP,P,688328,,False,25
6930,Caleb Freeman,,,,Farm,,[7] P,P,,P,673965,,False,27
6931,Jonah Dipoto,,,,Farm,,[7] P,P,,P,665167,,False,29
6932,Onil Perez,,SF,,Farm,,[7] P,P,C,C,,63628,False,
6933,Christian Avendano,,,,Farm,,[7] P,P,,,,,False,
6934,Samuel Valerio,,,,Farm,,[7] P,P,,,,,False,
6935,Anderson Paulino,,,,Farm,,[7] P,P,,P,678255,,False,27
6936,Alex Mauricio,,,,Farm,,[7] P,P,,P,676089,,False,29
6938,Carlos Lagrange,Andromedans,NYY,DRO,Farm,Purchased Contract,[7] P,PC,SP,P,801739,63611,False,22
6939,Angel Benitez,,,,Farm,,[7] P,P,,,,,False,
6940,Capri Ortiz,,LAA,,Farm,,[7] P,P,"2B,SS",3B,800194,63572,False,20
6941,Keythel Key,,,,Farm,,[7] P,P,,P,700322,,False,22
6942,Barrett Kent,,LAA,,Farm,,[7] P,P,SP,P,806010,63059,False,21
6943,Brett Barrera,,,,Farm,,[7] P,P,,,,,False,
6944,Kelvin Caceres,,LAA,,Farm,,[7] P,P,RP,P,680983,,False,26
6945,Jeremy Rodriguez,,NYM,,Farm,,[7] P,P,"2B,3B,SS",SS,807007,,False,19
6946,Mo Hanley,,,,Farm,,[7] P,P,,,,,False,
6947,Joe Redfield,,,,Farm,,[7] P,P,,,,,False,
6948,Deivid Coronil,,SD,,Farm,,[7] P,P,"3B,SS",SS,829060,66435,False,18
6951,Sammy Hernandez,,,,Farm,,[7] P,P,"C,1B",C,803679,63267,False,21
6952,Jake Rice,,,,Farm,,[7] P,P,,P,687095,,False,28
6953,Donovan Benoit,,,,Farm,,[7] P,P,,P,687630,,False,27
6954,Spencer Giesting,,AZ,,Farm,,[7] P,P,SP,P,801517,60557,False,24
6955,Kevin Sim,,AZ,,Farm,,[7] P,P,3B,3B,691726,,False,24
6956,Gustavo J. Rodriguez,,,,Farm,,[7] P,P,,,,,False,
6957,Jacob Steinmetz,,,,Farm,,[7] P,P,,,,,False,
6959,Vin Timpanelli,,,,Farm,,[7] P,P,,P,695935,,False,27
6960,Randel Clemente,,,,Farm,,[7] P,P,,,,,False,
6961,Dennis Boatman,,,,Farm,,[7] P,P,,,,,False,
6962,Chris McElvain,,,,Farm,,[7] P,P,,,,,False,
6964,Hunter Hollan,,CIN,,Farm,,[7] P,P,P,,,,False,
6965,Thomas Farr,,,,Farm,,[7] P,P,,,,,False,
6966,Kevin Abel,,,,Farm,,[7] P,P,,,,,False,
6967,Trey McGough,,,,Farm,,[7] P,P,,P,690736,,False,27
6968,Bryan Acuna,,,,Farm,,[7] P,P,,,,,False,
6970,Luis Almeyda,,BAL,,Farm,,[7] P,P,"3B,SS",3B,,63528,False,
6971,Dario Laverde,,LAA,,Farm,,[7] P,P,C,C,800188,63569,False,20
6972,Felix Morrobel,,LAA,,Farm,,[7] P,P,"2B,SS",2B,,63570,False,
6974,Jacob Burke,,CWS,,Farm,,[7] P,P,OF,OF,804240,,False,24
6975,Cesar Gonzalez,,ATH,,Farm,,[7] P,P,C,,,,False,
6976,Fabian Lopez,,MIA,,Farm,,[7] P,P,SS,SS,808500,,False,20
6977,Filippo Di Turi,,MIL,,Farm,,[7] P,P,"2B,3B,SS",SS,806995,63594,False,20
6978,Juan Flores,,LAA,,Farm,,[7] P,P,C,C,808129,63571,False,19
6979,Enrique Jimenez,,DET,,Farm,,[7] P,P,"C,1B",C,806992,,False,20
6980,Chandler Pollard,,,,Farm,,[7] P,P,,OF,702550,,False,21
6982,Caeden Trenkle,,,,Farm,,[7] P,P,,OF,689959,,False,24
6984,Jackson Humphries,,CLE,,Farm,,[7] P,P,LHP,,,63554,False,
6985,Jose Urbina,,TB,,Farm,,[7] P,P,SP,P,808250,65005,False,20
6986,Jeter Martinez,,SEA,,Farm,,[7] P,P,SP,P,807002,,False,20
6987,Juan De La Cruz,,MIA,,Farm,,[7] P,P,SP,SS,829063,,False,18
6989,Justin Jarvis,,NYM,,Farm,,[7] P,P,SP,P,680691,,False,25
6990,Angel Cepeda,,CHC,,Farm,,[7] P,P,"2B,3B,SS",SS,806980,64950,False,20
6991,Raymond Mola,,,,Farm,,[7] P,P,,,,,False,
6992,Anthony Baptist,,,,Farm,,[7] P,P,,,,,False,
6993,Tony Ruiz,,,,Farm,,[7] P,P,,,,,False,
6995,Manuel Cabrera,,,,Farm,,[7] P,P,,,,,False,
6996,Darling Fernandez,,,,Farm,,[7] P,P,,,,,False,
6997,Luis Reyes,,,,Farm,,[7] P,P,,P,642530,,False,31
6998,Maikol Orozco,,,,Farm,,[7] P,P,,,,,False,
6999,Edwin Solano,,,,Farm,,[7] P,P,,,,,False,
7000,Marwys Jorge,,,,Farm,,[7] P,P,,,,,False,
7001,Cameron Johnson,,,,Farm,,[7] P,P,,,,,False,
7002,Roch Cholowsky,,,,Farm,,[7] P,P,,,,,False,
7003,Jace Bohrofen,,TOR,,Farm,,[7] P,P,CF,OF,690957,62943,False,24
7004,Juaron Watts-Brown,,TOR,,Farm,,[7] P,P,SP,P,695033,,False,23
7005,Roman Martin,,,,Farm,,[7] P,P,,,,,False,
7006,Trent Caraway,,,,Farm,,[7] P,P,3B,,,,False,21
7007,Landen Maroudis,,TOR,,Farm,,[7] P,P,SP,P,805793,62880,False,21
7008,Zane Adams,,,,Farm,,[7] P,P,LHP,,,,False,21
7009,Will Gasparino,,,,Farm,,[7] P,P,,,,,False,
7010,Tanner Witt,,,,Farm,,[7] P,P,,,,,False,
7011,Caden Sorrell,,,,Farm,,[7] P,P,,,,,False,
7012,Joey Volchko,,,,Farm,,[7] P,P,,,,,False,
7013,Liam Peterson,,,,Farm,,[7] P,P,,,,,False,
7015,Jake Brown,,,,Farm,,[7] P,P,,LF,111558,,False,33
7016,Homer Bush Jr.,,,,Farm,,[7] P,P,OF,CF,683344,,False,24
7017,Levi Wells,,,,Farm,,[7] P,P,SP,P,694370,,False,24
7018,Grant Gray,,,,Farm,,[7] P,P,,,,,False,
7019,Adam Hachman,,,,Farm,,[7] P,P,,,,,False,
7020,Drew Burress,,,,Farm,,[7] P,P,,,,,False,
7021,Steven Milam,,,,Farm,,[7] P,P,,,,,False,
7022,Ethan McElvain,,,,Farm,,[7] P,P,,,,,False,
7023,James Ellwanger,,MIN,,Farm,,[7] P,P,SP,SP,,62934,False,21
7024,Luke McNeillie,,,,Farm,,[7] P,P,,,,,False,
7025,Michael Carico,,,,Farm,,[7] P,P,,,,,False,
7026,Dylan Cupp,,,,Farm,,[7] P,P,,,,,False,
7027,Jared Dickey,,KC,,Farm,,[7] P,P,OF,RF,801406,,False,23
7028,Garret Forrester,,PIT,,Farm,,[7] P,P,3B,3B,807720,,False,24
7029,Spencer Nivens,,KC,,Farm,,[7] P,P,OF,OF,811289,62774,False,24
7030,Julian Brock,,,,Farm,,[7] P,P,,,,,False,
7031,Alex Sosa,,,,Farm,,[7] P,P,,,,,False,
7032,Justin Lee,,,,Farm,,[7] P,P,,,,,False,
7033,Carson Roccaforte,,KC,,Farm,,[7] P,P,OF,CF,811287,62926,False,23
7034,Parker Detmers,,,,Farm,,[7] P,P,,,,,False,
7035,Carson Rucker,,DET,,Farm,,[7] P,P,3B,3B,,62923,False,
7036,Wil Libbert,,,,Farm,,[7] P,P,,,,,False,
7037,Kyle Karros,,COL,,Farm,Purchased Contract,[7] P,P,3B,3B,691720,62831,True,23
7038,Colin Fisher,,,,Farm,,[7] P,P,,,,,False,
7039,Ross Dunn,,,,Farm,,[7] P,P,,,,,False,
7040,Hunter Dietz,,,,Farm,,[7] P,P,,,,,False,
7041,Cam Kozeal,,,,Farm,,[7] P,P,,,,,False,
7042,Zion Rose,,,,Farm,,[7] P,P,,,,,False,
7043,Gavin Grahovac,,,,Farm,,[7] P,P,,,,,False,
7044,Jake Cunningham,,,,Farm,,[7] P,P,,OF,801507,,False,23
7045,Jack Payton,,,,Farm,,[7] P,P,,,,,False,
7046,Cameron Flukey,,,,Farm,,[7] P,P,,,,,False,
7047,Cam Clayton,,,,Farm,,[7] P,P,,SS,701784,,False,23
7049,Ethan O'Donnell,,CIN,,Farm,,[7] P,P,OF,CF,807751,,False,23
7050,Cal Fisher,,,,Farm,,[7] P,P,,,,,False,
7051,Campbell Smithwick,,,,Farm,,[7] P,P,,,,,False,
7052,Blake Dickerson,,SD,,Farm,,[7] P,P,P,,,,False,
7053,Gabe Gaeckle,,,,Farm,,[7] P,P,,,,,False,
7054,Jonah Cox,,SF,,Farm,,[7] P,P,CF,CF,813841,62914,False,24
7055,Chance Mako,,,,Farm,,[7] P,P,,,,,False,
7056,Nick Goodwin,,,,Farm,,[7] P,P,,SS,800959,,False,24
7057,Connor O'Halloran,,TOR,,Farm,,[7] P,P,P,,,,False,
7058,Ixan Henderson,,,,Farm,,[7] P,P,SP,P,809100,,False,24
7059,Tayshaun Walton,,PHI,,Farm,,[7] P,P,OF,OF,807737,62910,False,21
7060,Luke Shliger,,,,Farm,,[7] P,P,,C,807740,,False,24
7061,Andrew Lindsey,,TB,,Farm,,[7] P,P,P,,,,False,
7062,Lebarron Johnson,,,,Farm,,[7] P,P,,,,,False,
7063,Nicholas Judice,,,,Farm,,[7] P,P,,,,,False,
7064,Josh Bostick,,SF,,Farm,,[7] P,P,SP,SP,,62905,False,
7065,Kehden Hettiger,,PHI,,Farm,,[7] P,P,"C,1B",C,800607,62904,False,21
7066,Bishop Letson,,MIL,,Farm,,[7] P,P,SP,P,811309,62899,False,21
7067,Jacob Gholston,,,,Farm,,[7] P,P,,,,,False,
7068,Tate McGuire,,,,Farm,,[7] P,P,,,,,False,
7069,Justin Storm,,,,Farm,,[7] P,P,,,,,False,
7070,Joe Vetrano,,,,Farm,,[7] P,P,,1B,694838,,False,23
7071,Jake Peppers,,,,Farm,,[7] P,P,,,,,False,
7072,Hunter Haas,,,,Farm,,[7] P,P,,SS,690983,,False,23
7073,Cam Brown,,,,Farm,,[7] P,P,,,,,False,
7074,Hunter Furtado,,,,Farm,,[7] P,P,,,,,False,
7075,Aidan Knaak,,,,Farm,,[7] P,P,,,,,False,
7076,Dylan Questad,,,,Farm,,[7] P,P,,,,,False,
7077,Coleman Picard,,,,Farm,,[7] P,P,,,,,False,
7078,Carlson Reed,,PIT,,Farm,,[7] P,P,SP,SP,,62888,False,
7079,Khristian Curtis,,PIT,,Farm,,[7] P,P,SP,SP,,62895,False,
7080,Nathan Dettmer,,,,Farm,,[7] P,P,,,,,False,
7081,Jason Savacool,,,,Farm,,[7] P,P,,,,,False,
7082,Olin Johnson,,,,Farm,,[7] P,P,,,,,False,
7083,Matthew Dallas,,,,Farm,,[7] P,P,,,,,False,
7084,Andrew Duncan,,,,Farm,,[7] P,P,,,,,False,
7085,Zach Levenson,,STL,,Farm,,[7] P,P,CF,OF,804241,62892,False,23
7086,Ryder Helfrick,,,,Farm,,[7] P,P,,,,,False,
7087,Aidan Keenan,,,,Farm,,[7] P,P,,,,,False,
7088,Cole Stokes,,,,Farm,,[7] P,P,,,,,False,
7089,Cameron Tilly,,,,Farm,,[7] P,P,,,,,False,
7090,Kannon Kemp,,SD,,Farm,,[7] P,P,"SP,RP",P,807748,62801,False,21
7091,Cam Fisher,,,,Farm,,[7] P,P,,OF,801176,,False,24
7092,Carson Montgomery,,SD,,Farm,,[7] P,P,RHP,,,,False,
7093,J.D. Gonzalez,,SD,,Farm,,[7] P,P,C,C,,,False,
7094,Kollin Ritchie,,,,Farm,,[7] P,P,,,,,False,
