Unique Player ID Database,,next: 7940,,,,No Accents ,,Approved Dupe,Report an Issue
Darlin Saladin,STL,SP,7549,,,Darlin Saladin,,FALSE,
Darling Fernandez,,OF,6996,,,Darling Fernandez,,FALSE,
Darlyn Montero,OAK,"3B,OF",5686,,,Darlyn Montero,,FALSE,
Darnel Collins,KC,1B,5685,,,Darnel Collins,,FALSE,
Darren Baker,WSH,2B,5684,,,Darren Baker,,FALSE,
Darren Bowen,SEA,SP,6887,,,Darren Bowen,,FALSE,
Darren McCaughan,MIA,RP,2343,,,Darren McCaughan,,FALSE,
Darren O'Day,ATL,P,2344,Darren O'Day,,Darren O'Day,,FALSE,
Darrien Miller,MIL,C,5683,,,Darrien Miller,,FALSE,
Darryl Collins,KC,LF,5682,,,Darryl Collins,,FALSE,
Darwin Baez,PIT,C,5681,,,Darwin Baez,,FALSE,
Darwin Moreno,LAA,OF,5680,,,Darwin Moreno,,FALSE,
Darwin Ozuna,ATH,RF,7827,,,Darwin Ozuna,,FALSE,
Darwinzon Hernandez,BAL,P,2345,,,Darwinzon Hernandez,,FALSE,
Dasan Brown,TOR,CF,2346,,,Dasan Brown,,FALSE,
Dasan Hill,MIN,LHP,7692,,,Dasan Hill,,FALSE,
DaShawn Keirsey Jr.,MIN,OF,5679,DaShawn Keirsey Jr,DaShawn Keirsey,DaShawn Keirsey Jr.,,TRUE,
Daulton Jefferies,OAK,P,4055,,,Daulton Jefferies,,TRUE,
Daulton Varsho,TOR,"C,CF",2347,,,Daulton Varsho,,FALSE,
Dauri Lorenzo,HOU,SS,5678,,,Dauri Lorenzo,,FALSE,
Dauri Moreta,PIT,P,2348,,,Dauri Moreta,,FALSE,
Daury Arias,NYY,OF,5677,,,Daury Arias,,FALSE,
Daury Del Rosario,TB,1B,5676,,,Daury Del Rosario,,FALSE,
David Banuelos,MIN,C,5675,,,David Banuelos,,FALSE,
David Bednar,PIT,P,2349,,,David Bednar,,FALSE,
David Bote,CHC,"1B,2B,3B",2350,,,David Bote,,FALSE,
David Calabrese,LAA,"CF,RF",4533,,,David Calabrese,,FALSE,
David Carpenter,CIN,P,6161,,,David Carpenter,,FALSE,
David Dahl,SD,OF,2351,,,David Dahl,,FALSE,
David Davalillo,TEX,RHP,6836,,,David Davalillo,,FALSE,
David Festa,MIN,RHP,4556,,,David Festa,,FALSE,
David Fletcher,ATL,"2B,SS",2352,,,David Fletcher,,FALSE,
David Freitas,LAD,C,6433,,,David Freitas,,FALSE,
David Fry,CLE,C,5674,,,David Fry,,FALSE,
David Garcia,TEX,C,5673,David García,,David Garcia,,FALSE,
David Hale,PHI,P,2353,,,David Hale,,FALSE,
David Hamilton,BOS,"2B,SS",5672,,,David Hamilton,,FALSE,
David Hensley,HOU,Util,4353,,,David Hensley,,FALSE,
David Hess,TB,P,2354,,,David Hess,,FALSE,
David Hollie,KC,OF,5671,,,David Hollie,,FALSE,
David MacKinnon,,,4437,,,David MacKinnon,,FALSE,
David Martin,,,7365,,,David Martin,,FALSE,
David Matoma,PIT,RHP,7618,,,David Matoma,,FALSE,
David McCabe,ATL,1B/3B,4566,,,David McCabe,,FALSE,
David McKay,OAK,P,4196,,,David McKay,,FALSE,
David Mershon,LAA,CF,7836,,,David Mershon,,FALSE,
David Morgan,SDP,RHP,7644,,,David Morgan,,FALSE,
David Paulino,PHI,P,2355,,,David Paulino,,FALSE,
David Peralta,LAD,OF,2356,,,David Peralta,,FALSE,
David Peterson,NYM,P,2357,,,David Peterson,,FALSE,
David Phelps,TOR,P,2358,,,David Phelps,,FALSE,
David Price,LAD,P,2359,,,David Price,,FALSE,
David Robertson,TEX,RP,2360,,,David Robertson,,FALSE,
David Rodriguez,TB,C,5670,,,David Rodriguez,,FALSE,
David Sandlin,BOS,SP,6642,,,David Sandlin,,FALSE,
David Shields,KCR,LHP,7687,,,David Shields,,FALSE,
David Thompson,NYM,3B,6465,,,David Thompson,,FALSE,
David Villar,SF,"1B,3B",4312,,,David Villar,,FALSE,
Davidjohn Patrick Herz,CHC,P,2361,,,Davidjohn Patrick Herz,,FALSE,
Davis Bradshaw,MIA,OF,5669,,,Davis Bradshaw,,FALSE,
Davis Daniel,LAA,P,3684,,,Davis Daniel,,FALSE,
Davis Martin,CWS,P,3604,,,Davis Martin,,FALSE,
Davis Polo,,,7303,,,Davis Polo,,FALSE,
Davis Schneider,TOR,"2B,OF",5668,,,Davis Schneider,,FALSE,
Davis Sharpe,CLE,RP,5667,,,Davis Sharpe,,FALSE,
Davis Tavarez,BAL,OF,5666,,,Davis Tavarez,,FALSE,
Davis Wendzel,TEX,3B,5665,,,Davis Wendzel,,FALSE,
Dawel Joseph,SEA,SS,7249,,,Dawel Joseph,,FALSE,
Dax Fulton,MIA,LHP,3699,,,Dax Fulton,,FALSE,
Dayan Frias,CLE,SS,5664,Dayan Frías,,Dayan Frias,,FALSE,
Daylen Lile,WSH,OF,2362,,,Daylen Lile,,FALSE,
Dayro Perez,NYY,SS,5663,,,Dayro Perez,,FALSE,
Daysbel Hernández,ATL,RP,7495,,,Daysbel Hernandez,,FALSE,
Dayton Dooney,KC,2B,5662,,,Dayton Dooney,,FALSE,
Daz Cameron,BAL,CF,2363,,,Daz Cameron,,FALSE,
Dean Curley,,SS,7121,,,Dean Curley,,FALSE,
Dean Kremer,BAL,P,2364,,,Dean Kremer,,FALSE,
Debby Santana,CIN,3B,5661,,,Debby Santana,,FALSE,
Declan Cronin,MIA,RP,7494,,,Declan Cronin,,FALSE,
Dedniel Núñez,NYM,P,6305,,,Dedniel Nunez,,FALSE,
Dee Strange-Gordon,WSH,SS,4204,,,Dee Strange-Gordon,,FALSE,
Deion Walker,PIT,OF,5660,,,Deion Walker,,FALSE,
Deivi Estrada,AZ,OF,5659,,,Deivi Estrada,,FALSE,
Deivi García,CWS,RP,2365,Deivi Garcia,,Deivi Garcia,,FALSE,
Deivid Alcantara,CIN,OF,5658,,,Deivid Alcantara,,FALSE,
Deivid Coronil,SDP,SS,6948,,,Deivid Coronil,,FALSE,
Deivis Nadal,PIT,"2B,SS",5657,,,Deivis Nadal,,FALSE,
Deivy Cruz,,,7406,,,Deivy Cruz,,FALSE,
Deivy Grullon,TB,C,5656,Deivy Grullón,,Deivy Grullon,,FALSE,
Delino DeShields,MIA,CF,2367,,,Delino DeShields,,FALSE,
Dellin Betances,NYM,P,2368,,,Dellin Betances,,FALSE,
Delvin Perez,STL,"SS,3B",5655,Delvin Pérez,,Delvin Perez,,FALSE,
Delvin Zinn,CHC,"2B,SS",5654,,,Delvin Zinn,,FALSE,
Demarcus Evans,NYY,P,2369,,,Demarcus Evans,,FALSE,
Demetrio Crisantes,ARI,2B,7626,,,Demetrio Crisantes,,FALSE,
Demetrius Sims,MIA,"2B,SS",5653,,,Demetrius Sims,,FALSE,
Dennis Boatman,CIN,SIRP,6961,,,Dennis Boatman,,FALSE,
Dennis Ortega,MIN,"C,1B",5652,,,Dennis Ortega,,FALSE,
Dennis Santana,MIN,P,2370,,,Dennis Santana,,FALSE,
Denyi Reyes,NYM,P,4091,,,Denyi Reyes,,FALSE,
Denzel Clarke,OAK,OF,3763,,,Denzel Clarke,,FALSE,
Denzer Guzman,LAA,SS,3676,,,Denzer Guzman,,FALSE,
Deolis Guerra,OAK,P,2371,,,Deolis Guerra,,FALSE,
Dereck Rodríguez,MIN,P,4269,Dereck Rodriguez,,Dereck Rodriguez,,FALSE,
Dereck Salom,OAK,"2B,SS,3B",5651,,,Dereck Salom,,FALSE,
Derek Bernard,COL,2B,7198,,,Derek Bernard,,FALSE,
Derek Dietrich,NYY,"2B,OF",6395,,,Derek Dietrich,,FALSE,
Derek Fisher,MIN,OF,2372,,,Derek Fisher,,FALSE,
Derek Hill,WSH,CF,2373,,,Derek Hill,,FALSE,
Derek Holland,BOS,P,2374,,,Derek Holland,,FALSE,
Derek Law,CIN,P,2375,,,Derek Law,,FALSE,
Derek Schaefer,,RHP,7126,,,Derek Schaefer,,FALSE,
Dermis Garcia,OAK,1B,4352,,,Dermis Garcia,,FALSE,
Derniche Valdez,CHC,SS,6143,,,Derniche Valdez,,FALSE,
Derwin Barreto,TEX,"1B,2B,SS,3B",5650,,,Derwin Barreto,,FALSE,
Deury Carrasco,HOU,"SS,3B",5649,,,Deury Carrasco,,FALSE,
Deven Marrero,NYM,Util,2376,,,Deven Marrero,,FALSE,
Devin Foyle,OAK,OF,5648,,,Devin Foyle,,FALSE,
Devin Hairston,MIA,SS,5647,,,Devin Hairston,,FALSE,
Devin Mann,KC,3B,5646,,,Devin Mann,,FALSE,
Devin Saltiban,PHI,CF,6795,,,Devin Saltiban,,FALSE,
Devin Smeltzer,MIA,P,2377,,,Devin Smeltzer,,FALSE,
Devin Sweet,DET,RP,6891,,,Devin Sweet,,FALSE,
Devin Williams,MIL,P,2378,,,Devin Williams,,FALSE,
Devlin Granberg,BOS,OF,5645,,,Devlin Granberg,,FALSE,
Dexter Fowler,LAA,CF,2379,,,Dexter Fowler,,FALSE,
Dexters Peralta,NYY,SS,7234,,,Dexters Peralta,,FALSE,
Deyvison De Los Santos,CLE,"1B,3B",3540,Deyvison de los Santos,,Deyvison De Los Santos,,FALSE,
Didi Gregorius,PHI,SS,2380,,,Didi Gregorius,,FALSE,
Didier Fuentes,,,7304,,,Didier Fuentes,,FALSE,
Diego Benitez,ATL,SS,3558,,,Diego Benitez,,FALSE,
Diego Cartaya,LAD,C,3446,,,Diego Cartaya,,FALSE,
Diego Castillo,COL,P,2381,,,Diego Castillo,,TRUE,
Diego Castillo,BAL,"2B,SS,OF",4003,,,Diego Castillo,,TRUE,
Diego Guzman,KC,"2B,3B",5644,,,Diego Guzman,,FALSE,
Diego Hernandez,KC,OF,4615,,,Diego Hernandez,,FALSE,
Diego Infante,TB,RF,5643,,,Diego Infante,,FALSE,
Diego Mosquera,NYM,SS,7144,,,Diego Mosquera,,FALSE,
Diego Rincones,SF,OF,5642,,,Diego Rincones,,FALSE,
Diego Tornes,ATL,OF,7181,,,Diego Tornes,,FALSE,
Diego Velasquez,SF,"2B,SS",5641,Diego Velazquez,,Diego Velasquez,,FALSE,
Dietrich Enns,TB,P,2382,,,Dietrich Enns,,FALSE,
Dilan Rosario,SF,2B,5640,,,Dilan Rosario,,FALSE,
Dillan Shrum,KC,1B,5639,,,Dillan Shrum,,FALSE,
Dillon Dingler,DET,C,3631,Francis Dingler,,Dillon Dingler,,FALSE,
Dillon Head,SD,OF,6589,,,Dillon Head,,FALSE,
Dillon Maples,PHI,P,2383,,,Dillon Maples,,FALSE,
Dillon Paulson,TB,1B,5638,,,Dillon Paulson,,FALSE,
Dillon Peters,PIT,P,2384,,,Dillon Peters,,FALSE,
Dillon Tate,BAL,P,2385,,,Dillon Tate,,FALSE,
Dillon Tatum,MIN,"C,1B",5637,,,Dillon Tatum,,FALSE,
Dillon Thomas,LAA,OF,2386,,,Dillon Thomas,,FALSE,
Dinelson Lamet,COL,P,2387,,,Dinelson Lamet,,FALSE,
Dionmy Salon,KC,C,5636,,,Dionmy Salon,,FALSE,
Dionys Rodriguez,STL,P,6058,,,Dionys Rodriguez,,FALSE,
Dionys Vallejo,NYY,1B,5635,,,Dionys Vallejo,,FALSE,
Dioris De La Rosa,LAA,SP,7546,,,Dioris De La Rosa,,FALSE,
Diosbel Arias,TEX,"2B,3B",5634,,,Diosbel Arias,,FALSE,
Diowill Burgos,MIA,"1B,OF",5633,,,Diowill Burgos,,FALSE,
Dixon Machado,HOU,SS,4358,,,Dixon Machado,,FALSE,
DJ Gladney,CWS,"1B,OF",5632,,,DJ Gladney,,FALSE,
DJ Herz,WSH,SP,3585,,,DJ Herz,,FALSE,
DJ Johnson,TB,P,2388,,,DJ Johnson,,FALSE,
DJ Layton,BAL,SS,7535,,,DJ Layton,,FALSE,
DJ LeMahieu,NYY,"1B,2B,3B",1904,,,DJ LeMahieu,,FALSE,
DJ Peters,DET,CF,2389,,,DJ Peters,,FALSE,
DJ Stewart,NYM,OF,2390,,,DJ Stewart,,FALSE,
Djean Macares,SFG,CF,7842,,,Djean Macares,,FALSE,
DL Hall,MIL,RP,3497,,,DL Hall,,FALSE,
Dom Fletcher,AZ,OF,4557,,,Dom Fletcher,,FALSE,
Dom Hamel,NYM,SP,4408,,,Dom Hamel,,FALSE,
Dom Keegan,TB,C,4623,,,Dom Keegan,,FALSE,
Dom Nuñez,CHC,C,2391,,,Dom Nunez,,FALSE,
Dom Thompson-Williams,SEA,CF,6468,,,Dom Thompson-Williams,,FALSE,
Domingo Acevedo,OAK,P,2392,,,Domingo Acevedo,,FALSE,
Domingo Germán,NYY,P,2394,Domingo German,,Domingo German,,FALSE,
Domingo Gonzalez,ATL,RP,6471,,,Domingo Gonzalez,,FALSE,
Domingo Leyba,SD,SS,2395,,,Domingo Leyba,,FALSE,
Domingo Tapia,SD,P,2396,,,Domingo Tapia,,FALSE,
Dominic Canzone,SEA,OF,5631,,,Dominic Canzone,,FALSE,
Dominic Fletcher,CWS,CF,5630,,,Dominic Fletcher,,FALSE,
Dominic Hamel,NYM,P,2397,,,Dominic Hamel,,FALSE,
Dominic Keegan,TB,C,6028,,,Dominic Keegan,,FALSE,
Dominic Leone,TEX,P,2398,,,Dominic Leone,,FALSE,
Dominic Pipkin,PHI,P,6278,,,Dominic Pipkin,,FALSE,
Dominic Smith,WSH,1B,2399,,,Dominic Smith,,FALSE,
Donnie Dewees,CHC,CF,6423,,,Donnie Dewees,,FALSE,
Donny Sands,DET,C,4387,,,Donny Sands,,FALSE,
Donovan Antonia,CIN,OF,5629,,,Donovan Antonia,,FALSE,
Donovan Benoit,CIN,SIRP,6953,,,Donovan Benoit,,FALSE,
Donovan Casey,WSH,CF,5628,,,Donovan Casey,,FALSE,
Donovan McIntyre,SF,OF,5627,,,Donovan McIntyre,,FALSE,
Donovan Solano,MIN,"1B,2B,3B",2400,,,Donovan Solano,,FALSE,
Donovan Walton,SF,"2B,SS",2401,,,Donovan Walton,,FALSE,
Donta' Williams,BAL,CF,5626,,,Donta' Williams,,FALSE,
Dorian Soto,BOS,OF,7319,,,Dorian Soto,,FALSE,
Doug Nikhazy,CLE,P,4549,,,Doug Nikhazy,,FALSE,
Douglas Glod,ATL,CF,6022,,,Douglas Glod,,FALSE,
Drake Baldwin,ATL,C,4575,,,Drake Baldwin,,FALSE,
Drew Avans,LAD,OF,5625,,,Drew Avans,,FALSE,
Drew Beam,KCR,RHP,7686,,,Drew Beam,,FALSE,
Drew Burress,,OF,7020,,,Drew Burress,,FALSE,
Drew Butera,HOU,C,2402,,,Drew Butera,,FALSE,
Drew Campbell,ATL,OF,5624,,,Drew Campbell,,FALSE,
Drew Carlton,SD,P,2403,,,Drew Carlton,,FALSE,
Drew Conover,,RHP,7100,,,Drew Conover,,FALSE,
Drew Dowd,TB,SIRP,6671,,,Drew Dowd,,FALSE,
Drew Ellis,SEA,3B,2405,,,Drew Ellis,,FALSE,
Drew Gilbert,NYM,OF,3898,,,Drew Gilbert,,FALSE,
Drew Gray,CHC,P,6227,,,Drew Gray,,FALSE,
Drew Hutchison,DET,P,2406,,,Drew Hutchison,,FALSE,
Drew Jackson,OAK,OF,4384,,,Drew Jackson,,FALSE,
Drew Lugbauer,ATL,1B,5623,,,Drew Lugbauer,,FALSE,
Drew Maggi,PIT,"2B,3B",6497,,,Drew Maggi,,FALSE,
Drew Mendoza,WSH,3B,5622,,,Drew Mendoza,,FALSE,
Drew Millas,WSH,C,2407,,,Drew Millas,,FALSE,
Drew Parrish,KC,P,6085,,,Drew Parrish,,FALSE,
Drew Pomeranz,SD,P,2408,,,Drew Pomeranz,,FALSE,
Drew Rasmussen,TB,P,2409,,,Drew Rasmussen,,FALSE,
Drew Rom,STL,SP,4624,,,Drew Rom,,FALSE,
Drew Romo,COL,C,3507,,,Drew Romo,,FALSE,
Drew Rucinski,OAK,P,6179,,,Drew Rucinski,,FALSE,
Drew Smith,NYM,P,2410,,,Drew Smith,,FALSE,
Drew Smyly,CHC,P,2411,,,Drew Smyly,,FALSE,
Drew Steckenrider,OAK,P,2412,,,Drew Steckenrider,,FALSE,
Drew Strotman,SF,P,3731,,,Drew Strotman,,FALSE,
Drew Swift,OAK,"2B,SS",5621,,,Drew Swift,,TRUE,
Drew Thorpe,SD,SP,3904,,,Drew Thorpe,,FALSE,
Drew VerHagen,STL,P,2413,,,Drew VerHagen,,FALSE,
Drew Waters,KC,OF,3664,,,Drew Waters,,FALSE,
Drey Jameson,AZ,RHP,3535,,,Drey Jameson,,FALSE,
Dru Baker,TB,OF,5620,,,Dru Baker,,FALSE,
Drue Hackenberg,ATL,SIRP,6785,,,Drue Hackenberg,,FALSE,
Druw Jones,AZ,CF,3883,,,Druw Jones,,FALSE,
Duane Underwood Jr.,PIT,P,2414,Duane Underwood Jr,Duane Underwood,Duane Underwood Jr.,,FALSE,
Dugan Darnell,COL,SIRP,6840,,,Dugan Darnell,,FALSE,
Duke Ellis,CWS,OF,5619,,,Duke Ellis,,FALSE,
Durbin Feltman,BOS,P,6255,,,Durbin Feltman,,FALSE,
Dusten Knight,CLE,P,2415,,,Dusten Knight,,FALSE,
Dustin Fowler,PIT,CF,2416,,,Dustin Fowler,,FALSE,
Dustin Garneau,DET,C,2417,,,Dustin Garneau,,FALSE,
Dustin Harris,TEX,"1B,3B",2418,,,Dustin Harris,,FALSE,
Dustin May,LAD,P,2419,,,Dustin May,,FALSE,
Dustin Peterson,PHI,"3B,OF",6440,,,Dustin Peterson,,FALSE,
Dustin Saenz,WSH,SP,6894,,,Dustin Saenz,,FALSE,
Dyan Jorge,COL,SS,4029,,,Dyan Jorge,,FALSE,
Dylan Beavers,BAL,RF,3926,,,Dylan Beavers,,FALSE,
Dylan Bundy,MIN,P,2420,,,Dylan Bundy,,FALSE,
Dylan Campbell,LAD,RF,6662,,,Dylan Campbell,,FALSE,
Dylan Carlson,STL,CF,2421,,,Dylan Carlson,,FALSE,
Dylan Cease,CWS,P,1943,,,Dylan Cease,,FALSE,
Dylan Coleman,HOU,RP,2422,,,Dylan Coleman,,FALSE,
Dylan Covey,PHI,RP,7490,,,Dylan Covey,,FALSE,
Dylan Crews,WSH,CF,6562,,,Dylan Crews,,FALSE,
Dylan Cupp,,SS,7026,,,Dylan Cupp,,FALSE,
Dylan Dodd,ATL,LHP,4299,,,Dylan Dodd,,FALSE,
Dylan Dreiling,TEX,OF,7715,,,Dylan Dreiling,,FALSE,
Dylan Floro,WSH,RP,2423,,,Dylan Floro,,FALSE,
Dylan Harris,BAL,OF,5618,,,Dylan Harris,,FALSE,
Dylan Jordan,LAA,SP,7531,,,Dylan Jordan,,FALSE,
Dylan Lee,ATL,P,2424,,,Dylan Lee,,FALSE,
Dylan Lesko,SD,SP,3889,,,Dylan Lesko,,FALSE,
Dylan MacLean,,,7477,,,Dylan MacLean,,FALSE,
Dylan Moore,SEA,"2B,SS,CF",2425,,,Dylan Moore,,FALSE,
Dylan Neuse,MIN,OF,5617,,,Dylan Neuse,,FALSE,
Dylan O'Rae,MIL,SS,6029,,,Dylan O'Rae,,FALSE,
Dylan Questad,,RHP,7076,,,Dylan Questad,,FALSE,
Dylan Ray,AZ,,6527,,,Dylan Ray,,FALSE,
Dylan Rosa,DET,OF,5616,,,Dylan Rosa,,FALSE,
Dylan Shockley,PIT,C,5615,,,Dylan Shockley,,FALSE,
Dylan Smith,DET,RHP,3636,,,Dylan Smith,,FALSE,
Dylan Wilson,,,7473,,,Dylan Wilson,,FALSE,
Dyron Campos,NYM,OF,5614,,,Dyron Campos,,FALSE,
Easton Lucas,TOR,RP,6451,,,Easton Lucas,,FALSE,
Easton McGee,SEA,P,4117,,,Easton McGee,,FALSE,
Echedry Vargas,TEX,SS,6694,,,Echedry Vargas,,FALSE,
Ed Howard,CHC,2B/SS,3975,,,Ed Howard,,FALSE,
Eddie Rosario,ATL,OF,2426,,,Eddie Rosario,,FALSE,
Eddinson Paulino,BOS,2B/3B,3701,,,Eddinson Paulino,,FALSE,
Eddy Alvarez,MIL,OF,2427,,,Eddy Alvarez,,FALSE,
Eddy Diaz,COL,"2B,SS",5613,,,Eddy Diaz,,FALSE,
Eddy Yean,PIT,P,6341,,,Eddy Yean,,FALSE,
Eddys Leonard,DET,SS,3687,,,Eddys Leonard,,FALSE,
Edgar Barclay,NYY,P,6105,,,Edgar Barclay,,FALSE,
Edgar Cabral,PHI,C,5612,,,Edgar Cabral,,FALSE,
Edgar García,MIN,P,2428,Edgar Garcia,,Edgar Garcia,,FALSE,
Edgar Isea,ARI,SIRP,7858,,,Edgar Isea,,FALSE,
Edgar Martinez,KC,"2B,3B,OF",5611,,,Edgar Martinez,,FALSE,
Edgar Montero,ATH,SS,7807,,,Edgar Montero,,FALSE,
Edgar Portes,,,7396,,,Edgar Portes,,FALSE,
Edgar Quero,CWS,C,2429,,,Edgar Quero,,FALSE,
Edgar Santana,PIT,P,2430,,,Edgar Santana,,FALSE,
Edgardo Henriquez,LAD,P,6075,,,Edgardo Henriquez,,FALSE,
Edgleen Perez,NYY,C,7665,,,Edgleen Perez,,FALSE,
Edinson Batista,HOU,SP/RP,5610,,,Edinson Batista,,FALSE,
Edmond Americaan,CHC,OF,5609,,,Edmond Americaan,,FALSE,
Edmundo Sosa,PHI,"3B,SS",2431,,,Edmundo Sosa,,FALSE,
Edouard Julien,MIN,2B,3655,,,Edouard Julien,,FALSE,
Eduard Bazardo,SEA,RP,2432,,,Eduard Bazardo,,FALSE,
Eduardo Beltre,MIN,CF,7565,,,Eduardo Beltre,,FALSE,
Eduardo Diaz,AZ,CF,5608,,,Eduardo Diaz,,FALSE,
Eduardo Escobar,NYM,3B,2433,,,Eduardo Escobar,,FALSE,
Eduardo Garcia,MIL,SS,3716,Eduardo García,,Eduardo Garcia,,FALSE,
Eduardo Herrera,CWS,3B,7189,,,Eduardo Herrera,,FALSE,
Eduardo Lopez,BOS,CF,5607,,,Eduardo Lopez,,FALSE,
Eduardo Quintero,LAD,OF,6564,,,Eduardo Quintero,,FALSE,
Eduardo Rivera,,,7464,,,Eduardo Rivera,,FALSE,
Eduardo Rodriguez,AZ,SP,2434,,,Eduardo Rodriguez,,FALSE,
Eduardo Salazar,NYM,"1B,OF",5606,,,Eduardo Salazar,,FALSE,
Eduardo Tait,PHI,C,7146,,,Eduardo Tait,,FALSE,
Eduardo Torrealba,NYY,2B,5605,,,Eduardo Torrealba,,FALSE,
Eduardo Valencia,DET,"C,1B",5604,,,Eduardo Valencia,,FALSE,
Eduardo Vaughan,BOS,OF,5603,,,Eduardo Vaughan,,FALSE,
Eduarniel Núñez,CHC,SIRP,6898,,,Eduarniel Nunez,,FALSE,
Eduarqui Fernandez,MIL,RF,5602,,,Eduarqui Fernandez,,FALSE,
Edwar Colina,TEX,P,4550,,,Edwar Colina,,FALSE,
Edward Cabrera,MIA,P,4077,,,Edward Cabrera,,FALSE,
Edward Florentino,PIT,"1B, CF",7571,,,Edward Florentino,,FALSE,
Edward Lantigua,NYM,OF,7227,,,Edward Lantigua,,FALSE,
Edward Olivares,PIT,OF,2435,,,Edward Olivares,,FALSE,
Edwin Arroyo,CIN,SS,2436,,,Edwin Arroyo,,FALSE,
Edwin Díaz,NYM,P,2437,Edwin Diaz,,Edwin Diaz,,FALSE,
Edwin Jimenez,,,7328,,,Edwin Jimenez,,FALSE,
Edwin Mateo,LAD,OF,5601,,,Edwin Mateo,,FALSE,
Edwin Nunez,STL,P,2438,,,Edwin Nunez,,FALSE,
Edwin Ríos,CHC,Util,2439,Edwin Rios,,Edwin Rios,,FALSE,
Edwin Rojas,SD,OF,5600,,,Edwin Rojas,,FALSE,
Edwin Solano,,SS,6999,,,Edwin Solano,,FALSE,
Edwin Uceta,DET,P,4174,,,Edwin Uceta,,FALSE,
Edwin Yon,LAA,OF,5599,,,Edwin Yon,,FALSE,
Efrain Contreras,SD,RHP,3800,Efraín Contreras,,Efrain Contreras,,FALSE,
Efrenyer Narvaez,TEX,C,5598,,,Efrenyer Narvaez,,FALSE,
Eguy Rosario,SD,INF,3789,,,Eguy Rosario,,FALSE,
Ehire Adrianza,ATL,"2B,3B",2440,,,Ehire Adrianza,,FALSE,
Eiberson Castellano,MIN,SP,7543,,,Eiberson Castellano,,FALSE,
EJ Andrews Jr.,COL,OF,5597,EJ Andrews Jr,EJ Andrews,EJ Andrews Jr.,,FALSE,
Elehuris Montero,COL,"1B,3B",3621,,,Elehuris Montero,,FALSE,
Eli Lovich,CHC,RF,7822,,,Eli Lovich,,FALSE,
Eli Morgan,CLE,P,2441,,,Eli Morgan,,FALSE,
Eli Serrano III,NYM,OF,7731,Eli Serrano,,Eli Serrano III,,FALSE,
Eli Villalobos,MIA,P,2556,,,Eli Villalobos,,FALSE,
Eli White,ATL,CF,2442,,,Eli White,,FALSE,
Eli Wilson,PIT,"C,3B",5596,,,Eli Wilson,,FALSE,
Elian De La Cruz,ARI,RF,7832,,,Elian De La Cruz,,FALSE,
Elian Miranda,AZ,1B,5595,,,Elian Miranda,,FALSE,
Elian Pena,NYM,SS,7537,Elian Peña,,Elian Pena,,FALSE,
Elian Soto,WSH,,7293,,,Elian Soto,,FALSE,
Elias Díaz,COL,C,2443,Elias Diaz,,Elias Diaz,,FALSE,
Elias Medina,,,7373,,,Elias Medina,,FALSE,
Elier Hernandez,TEX,OF,4410,,,Elier Hernandez,,FALSE,
Elieser Hernandez,NYM,P,2444,Elieser Hernández,,Elieser Hernandez,,FALSE,
Eliezel Stevens,ATL,"1B,2B",5594,,,Eliezel Stevens,,FALSE,
Eliezer Alfonzo,DET,C,5593,,,Eliezer Alfonzo,,FALSE,
Eliezer Rivero,,,7442,,,Eliezer Rivero,,FALSE,
Elih Marrero,BOS,C,5592,,,Elih Marrero,,FALSE,
Elijah Cabell,STL,OF,5591,,,Elijah Cabell,,FALSE,
Elijah Dunham,NYY,OF,4064,,,Elijah Dunham,,FALSE,
Elijah Green,WSH,CF,3893,,,Elijah Green,,FALSE,
Elijah Nunez,WSH,,7292,,,Elijah Nunez,,FALSE,
Elijah Tatis,CWS,"2B,OF",5590,,,Elijah Tatis,,FALSE,
Elio Prado,BAL,OF,5589,,,Elio Prado,,FALSE,
Eliomar Garces,TBR,SS,7803,,,Eliomar Garces,,FALSE,
Elison Joseph,ATL,RHP,7721,,,Elison Joseph,,FALSE,
Elliot Soto,MIN,"3B,SS",6496,,,Elliot Soto,,FALSE,
Elly De La Cruz,CIN,3B/SS,2445,Elly de la Cruz,,Elly De La Cruz,,FALSE,
Elmer Rodriguez-Cruz,BOS,P,6091,,,Elmer Rodriguez-Cruz,,FALSE,
Elorky Rodriguez,TEX,OF,7734,,,Elorky Rodriguez,,FALSE,
Eloy Jiménez,CWS,OF,1944,Eloy Jimenez,,Eloy Jimenez,,FALSE,
Elvin Garcia,BAL,SS,7655,,,Elvin Garcia,,FALSE,
Elvin Rodriguez,MIL,SP,4279,,,Elvin Rodriguez,,FALSE,
Elvis Alvarado,DET,P,6117,,,Elvis Alvarado,,FALSE,
Elvis Andrus,CWS,SS,2446,,,Elvis Andrus,,FALSE,
Elvis Luciano,TOR,P,6254,,,Elvis Luciano,,TRUE,
Elvis Peguero,MIL,P,4238,,,Elvis Peguero,,FALSE,
Elvis Peralta,AZ,"2B,3B,OF",5588,,,Elvis Peralta,,FALSE,
Emaarion Boyd,PHI,OF,4680,,,Emaarion Boyd,,FALSE,
Emerson Hancock,SEA,RHP,3803,,,Emerson Hancock,,FALSE,
Emil Morales,LAD,SS,7213,,,Emil Morales,,FALSE,
Emiliano Teodo,TEX,P,6072,,,Emiliano Teodo,,FALSE,
Émilien Pitre,TB,2B,7519,,,Emilien Pitre,,FALSE,
Emilio Pagán,CIN,RP,2447,Emilio Pagan,,Emilio Pagan,,FALSE,
